"","X","file_id","newspaper_name","lynch_address","date","news_address","news_location_lon","news_location_lat","newspaper_city","newspaper_state_code","year","page","url","city_lynch","state_lynch","sn","lynching.lon","lynching.lat","miles","in_state","decade","Newspaper_State","Newspaper_Region","Newspaper_Region2"
"81",130,8346,"The Birmingham age-herald ","Monroe, LA","3/17/1907","Birmingham, Alabama",-86.81036,33.518589,"Birmingham","AL",1907,"seq-2","https://articleextractor.org/pages/8346/au_evans_ver01/sn85038485/1907/03/17/ed-1/seq-2/2","Monroe","LA","sn85038485",-92.119301,32.509311,316,"N","1900s","Alabama","South","South"
"82",131,8348,"Tulsa daily world ","Somerset, PA","11/12/1911","Tulsa, Oklahoma",-95.99277,36.153982,"Tulsa","OK",1911,"seq-27","https://articleextractor.org/pages/8348/okhi_apache_ver02/sn85042344/1911/11/12/ed-1/seq-27/2","Somerset","PA","sn85042344",-79.078083,40.008411,957,"N","1910s","Oklahoma","South","Misc"
"83",132,8349,"The news & observer ","Bryan, GA","3/15/1901","Raleigh, North Carolina",-78.63818,35.77959,"Raleigh","NC",1901,"seq-2","https://articleextractor.org/pages/8349/ncu_griffin_ver01/sn85042104/1901/03/15/ed-1/seq-2/3","Bryan","GA","sn85042104",-81.471839,32.023658,306,"N","1900s","North Carolina","South","South"
"84",133,8350,"The Adair County news ","Russellville, AK","8/5/1908","Columbia, Kentucky",-85.30635,37.102841,"Columbia","KY",1908,"seq-4","https://articleextractor.org/pages/8350/kyu_charo_ver01/sn86069496/1908/08/05/ed-1/seq-4/2","Russellville","AK","sn86069496",-93.133701,35.278116,455,"N","1900s","Kentucky","South","Border"
"85",134,8351,"The Paducah daily sun ","Williamsburg, KY","8/23/1897","Paducah, Kentucky",-88.60005,37.083389,"Paducah","KY",1897,"seq-1","https://articleextractor.org/pages/8351/kyu_casablanca_ver01/sn85052118/1897/08/23/ed-1/seq-1/2","Williamsburg","KY","sn85052118",-84.159656,36.743417,247,"Y","1890s","Kentucky","South","Border"
"86",135,8355,"Daily public ledger ","Middleton, TN","7/15/1908","Maysville, Kentucky",-83.74437,38.641185,"Maysville","KY",1908,"seq-3","https://articleextractor.org/pages/8355/kyu_hairspray_ver01/sn86069117/1908/07/15/ed-1/seq-3/3","Middleton","TN","sn86069117",-88.890892,35.064532,377,"N","1900s","Kentucky","South","Border"
"87",137,8356,"Red Lodge picket ","Kemper County, MS","6/19/1897","Red Lodge, Montana",-109.24682,45.185778,"Red Lodge","MT",1897,"seq-1","https://articleextractor.org/pages/8356/mthi_moose_ver01/sn84036276/1897/06/19/ed-1/seq-1/2","Kemper County","MS","sn84036276",-88.710896,32.801845,1390,"N","1890s","Montana","West","Misc"
"88",138,8357,"Eagle River review ","Great Bend, KS","6/23/1898","Eagle River, Wisconsin",-89.2443,45.917176,"Eagle River","WI",1898,"seq-2","https://articleextractor.org/pages/8357/whi_arbutus_ver01/sn85040614/1898/06/23/ed-1/seq-2/2","Great Bend","KS","sn85040614",-98.764807,38.364457,714,"N","1890s","Wisconsin","North Central","North"
"89",140,8358,"Los Angeles herald ","Bastrop, LA","11/5/1891","Los Angeles , California",-118.24264,34.054908,"Los Angeles ","CA",1891,"seq-5","https://articleextractor.org/pages/8358/curiv_lovelock_ver01/sn84025968/1891/11/05/ed-1/seq-5/2","Bastrop","LA","sn84025968",-91.87235,32.756246,1521,"N","1890s","California","West","North"
"90",141,8360,"The evening world ","Vicksburg, MS","7/6/1892","New York, New York",-74.00597,40.712775,"New York","NY",1892,"seq-5","https://articleextractor.org/pages/8360/nn_goethe_ver01/sn83030193/1892/07/06/ed-5/seq-5/2","Vicksburg","MS","sn83030193",-90.877882,32.352646,1099,"N","1890s","New York","Northeast","North"
"91",142,8361,"Grant County herald ","Nearland, NC","9/17/1891","Lancaster, Wisconsin",-90.71068,42.84749,"Lancaster","WI",1891,"seq-2","https://articleextractor.org/pages/8361/whi_jyme_ver01/sn85033133/1891/09/17/ed-1/seq-2/2","Nearland","NC","sn85033133",-79.0193,35.759573,794,"N","1890s","Wisconsin","North Central","North"
"92",143,8362,NA,"Owensburg, KY","8/10/1893","NA, Delaware",-75.52767,38.910832,NA,"DE",1893,"seq-3","https://articleextractor.org/pages/8362/deu_horcrux_ver01/sn88053046/1893/08/10/ed-1/seq-3/2","Owensburg","KY","sn88053046",-87.111168,37.771907,633,"N","1890s","Delaware","South","Border"
"93",144,8363,"Barton County democrat ","Watonga, OK","9/24/1896","Great Bend, Kansas",-98.76481,38.364457,"Great Bend","KS",1896,"seq-2","https://articleextractor.org/pages/8363/khi_finney_ver02/sn83040198/1896/09/24/ed-1/seq-2/2","Watonga","OK","sn83040198",-98.413128,35.844765,175,"N","1890s","Kansas","North Central","North"
"94",145,8364,NA,"Denver, CO","8/3/1893","NA, Missouri",101.75239,20.92408,NA,"MO",1893,"seq-6","https://articleextractor.org/pages/8364/mohi_flash_ver02/sn89067453/1893/08/03/ed-1/seq-6/2","Denver","CO","sn89067453",-104.990251,39.739236,7913,"N","1890s","Missouri","North Central","Border"
"95",148,8368,"The World ","Deland, FL","9/29/1891","Martinsburg, West Virginia",-77.96389,39.45621,"Martinsburg","WV",1891,"seq-1","https://articleextractor.org/pages/8368/wvu_hogan_ver01/sn85059538/1891/09/29/ed-1/seq-1/2","Deland","FL","sn85059538",-81.303118,29.028318,746,"N","1890s","West Virginia","South","Border"
"96",149,8371,"The morning news ","Minden, LA","9/10/1894","Savannah, Georgia",-81.0912,32.080899,"Savannah","GA",1894,"seq-1","https://articleextractor.org/pages/8371/gu_drew_ver02/sn86063034/1894/09/10/ed-1/seq-1/1","Minden","LA","sn86063034",-93.286835,32.615428,713,"N","1890s","Georgia","South","South"
"97",150,8372,NA,"Fulton, MO","8/21/1895","NA, Missouri",101.75239,20.92408,NA,"MO",1895,"seq-1","https://articleextractor.org/pages/8372/mohi_marmaduke_ver02/sn90061371/1895/08/21/ed-1/seq-1/1","Fulton","MO","sn90061371",-91.947959,38.846708,8222,"Y","1890s","Missouri","North Central","Border"
"98",151,8373,NA,"Wachita Falls, TX","3/5/1896","NA, Delaware",-75.52767,38.910832,NA,"DE",1896,"seq-6","https://articleextractor.org/pages/8373/deu_horcrux_ver01/sn88053046/1896/03/05/ed-1/seq-6/1","Wachita Falls","TX","sn88053046",-98.493387,33.913708,1320,"N","1890s","Delaware","South","Border"
"99",152,8375,"Reporter and farmer ","Woodstock, AL","12/31/1896","Webster, South Dakota",-97.52009,45.33218,"Webster","SD",1896,"seq-10","https://articleextractor.org/pages/8375/sdhi_leek_ver02/sn99068116/1896/12/31/ed-1/seq-10/1","Woodstock","AL","sn99068116",-87.149996,33.206784,1004,"N","1890s","South Dakota","North Central","Misc"
"100",153,8378,"Evening journal ","Atlanta, GA","8/17/1915","Wilmington, Delaware",-75.54839,39.744655,"Wilmington","DE",1915,"seq-4","https://articleextractor.org/pages/8378/deu_fairfax_ver01/sn85042354/1915/08/17/ed-1/seq-4/1","Atlanta","GA","sn85042354",-84.387684,33.748752,641,"N","1910s","Delaware","South","Border"
"101",155,8382,"Vernon County censor ","Rulo, NE","11/7/1900","Viroqua, Wisconsin",-90.88874,43.556917,"Viroqua","WI",1900,"seq-2","https://articleextractor.org/pages/8382/whi_clabbert_ver01/sn85040451/1900/11/07/ed-1/seq-2/1","Rulo","NE","sn85040451",-95.429276,40.052462,337,"N","1900s","Wisconsin","North Central","North"
"102",157,8383,"The Waxahachie daily light ","Okomulgee, OK","9/20/1911","Waxahachie, Texas",-96.84833,32.386531,"Waxahachie","TX",1911,"seq-1","https://articleextractor.org/pages/8383/txdn_eastland_ver01/sn86090369/1911/09/20/ed-1/seq-1/1","Okomulgee","OK","sn86090369",-95.95154,35.626696,230,"N","1910s","Texas","South","South"
"103",158,8386,"Americus times-recorder ","Louisville, MI","9/24/1913","Americus, Georgia",-84.23269,32.072386,"Americus","GA",1913,"seq-6","https://articleextractor.org/pages/8386/gu_bootes_ver01/sn89053204/1913/09/24/ed-1/seq-6/1","Louisville","MI","sn89053204",-85.758456,38.252665,436,"N","1910s","Georgia","South","South"
"104",159,8388,"Evening bulletin ","No town/city given, SC","6/14/1882","Maysville , Kentucky",-83.74437,38.641185,"Maysville ","KY",1882,"seq-2","https://articleextractor.org/pages/8388/kyu_ishtar_ver01/sn86069125/1882/06/14/ed-1/seq-2/1","No town/city given","SC","sn86069125",-81.163725,33.836081,362,"N","1880s","Kentucky","South","Border"
"105",161,8389,"The farmer and mechanic ","Booneville, MS","6/28/1882","Raleigh, North Carolina",-78.63818,35.77959,"Raleigh","NC",1882,"seq-1","https://articleextractor.org/pages/8389/ncu_grandfather_ver01/sn85042098/1882/06/28/ed-1/seq-1/1","Booneville","MS","sn85042098",-88.566704,34.65816,566,"N","1880s","North Carolina","South","South"
"106",163,8390,"The Brookhaven leader ","Monticello, VA","7/26/1888","Brookhaven, Mississippi",-90.44065,31.579059,"Brookhaven","MS",1888,"seq-2","https://articleextractor.org/pages/8390/msar_agate_ver01/sn86074058/1888/07/26/ed-1/seq-2/2","Monticello","VA","sn86074058",-78.326403,37.915664,815,"N","1880s","Mississippi","South","South"
"107",164,8391,"Centre Hall reporter ","Jackson Township, MO","10/6/1871","Centre Hall, Pennsylvania",-77.68611,40.847563,"Centre Hall","PA",1871,"seq-4","https://articleextractor.org/pages/8391/pst_kellerman_ver01/sn85054524/1871/10/06/ed-1/seq-4/1","Jackson Township","MO","sn85054524",-90.262004,38.020525,699,"N","1870s","Pennsylvania","Northeast","North"
"108",165,8395,NA,"Pooler, MS","8/23/1889","NA, North Dakota",-101.00201,47.551493,NA,"ND",1889,"seq-3","https://articleextractor.org/pages/8395/ndhi_carbon_ver01/sn88076144/1889/08/23/ed-1/seq-3/3","Pooler","MS","sn88076144",-89.398528,32.354668,1215,"N","1880s","North Dakota","North Central","Misc"
"109",166,8399,"Daily Kennebec journal ","Aroostook, ME","5/3/1873","Augusta, Maine",-69.77949,44.310624,"Augusta","ME",1873,"seq-2","https://articleextractor.org/pages/8399/me_dyerbrook_ver01/sn82014248/1873/05/03/ed-1/seq-2/1","Aroostook","ME","sn82014248",-68.476606,46.819941,185,"Y","1870s","Maine","Northeast","North"
"110",167,8400,"The sun ","Cincinnati, OH","3/25/1884","New York , New York",-74.00597,40.712775,"New York ","NY",1884,"seq-1","https://articleextractor.org/pages/8400/nn_angelou_ver01/sn83030272/1884/03/25/ed-1/seq-1/1","Cincinnati","OH","sn83030272",-84.51202,39.103118,568,"N","1880s","New York","Northeast","North"
"111",168,8401,"Chicago daily tribune ","Murphysboro, IL","2/6/1874","Chicago, Illinois",-87.6298,41.878114,"Chicago","IL",1874,"seq-5","https://articleextractor.org/pages/8401/dlc_fullerton_ver02/sn84031492/1874/02/06/ed-1/seq-5/1","Murphysboro","IL","sn84031492",-89.335089,37.764495,299,"Y","1870s","Illinois","North Central","North"
"112",169,8401,"Chicago daily tribune ","Carbondale, IL","2/6/1874","Chicago, Illinois",-87.6298,41.878114,"Chicago","IL",1874,"seq-5","https://articleextractor.org/pages/8401/dlc_fullerton_ver02/sn84031492/1874/02/06/ed-1/seq-5/1","Carbondale","IL","sn84031492",-89.21675,37.727273,299,"Y","1870s","Illinois","North Central","North"
"113",172,8402,"Shenandoah herald ","New Albany, IN","12/17/1868","Woodstock, Virginia",-78.50584,38.881778,"Woodstock","VA",1868,"seq-2","https://articleextractor.org/pages/8402/vi_jennet_ver02/sn85026941/1868/12/17/ed-1/seq-2/1","New Albany","IN","sn85026941",-85.824131,38.285625,398,"N","1860s","Virginia","South","South"
"114",173,8404,"Vermont phœnix ","Bellefontaine, OH","10/8/1875","Brattleboro, Vermont",-72.55787,42.850915,"Brattleboro","VT",1875,"seq-2","https://articleextractor.org/pages/8404/vtu_eden_ver01/sn98060050/1875/10/08/ed-1/seq-2/1","Bellefontaine","OH","sn98060050",-83.759656,40.361164,604,"N","1870s","Vermont","Northeast","North"
"115",174,8405,"Chicago tribune ","Benton, PA","5/11/1867","Chicago, Illinois",-87.6298,41.878114,"Chicago","IL",1867,"seq-2","https://articleextractor.org/pages/8405/dlc_kedzie_ver02/sn82014064/1867/05/11/ed-1/seq-2/1","Benton","PA","sn82014064",-76.383553,41.195084,584,"N","1860s","Illinois","North Central","North"
"116",176,8408,"The New York herald ","Coal County, WV","7/10/1879","New York , New York",-74.00597,40.712775,"New York ","NY",1879,"seq-7","https://articleextractor.org/pages/8408/dlc_crowfoot_ver01/sn83030313/1879/07/10/ed-1/seq-7/1","Coal County","WV","sn83030313",-81.210378,37.679004,439,"N","1870s","New York","Northeast","North"
"117",177,8417,"St. Paul daily globe ","Clayton, NC","1/6/1885","Saint Paul, Minnesota",-93.08996,44.953703,"Saint Paul","MN",1885,"seq-4","https://articleextractor.org/pages/8417/mnhi_chaska_ver01/sn90059522/1885/01/06/ed-1/seq-4/1","Clayton","NC","sn90059522",-78.456391,35.650711,1002,"N","1880s","Minnesota","North Central","North"
"118",178,8421,"The day book ","Rutland, LA","1/15/1866","Norfolk, Virginia",-76.28587,36.850769,"Norfolk","VA",1866,"seq-4","https://articleextractor.org/pages/8421/vi_icelandic_ver01/sn85025697/1866/01/15/ed-1/seq-4/1","Rutland","LA","sn85025697",-118.172212,34.123905,2348,"N","1860s","Virginia","South","South"
"119",179,8422,"The Cairo bulletin ","Caldwell, KS","12/24/1874","Cairo, Illinois",-89.17646,37.005329,"Cairo","IL",1874,"seq-2","https://articleextractor.org/pages/8422/iune_juliet_ver01/sn85033413/1874/12/24/ed-1/seq-2/1","Caldwell","KS","sn85033413",-97.606994,37.032247,465,"N","1870s","Illinois","North Central","North"
"120",181,8424,"Cleveland morning leader ","Mariposa County, CA","6/30/1858","Cleveland , Ohio",-81.69436,41.49932,"Cleveland ","OH",1858,"seq-2","https://articleextractor.org/pages/8424/ohi_desdemona_ver01/sn83035143/1858/06/30/ed-1/seq-2/1","Mariposa County","CA","sn83035143",-119.88152,37.512793,2040,"N","1850s","Ohio","North Central","North"
"121",185,8427,"New Orleans Republican ","Mercer County, OH","3/26/1874","New Orleans, Louisiana",-90.07153,29.951066,"New Orleans","LA",1874,"seq-1","https://articleextractor.org/pages/8427/lu_haunter_ver01/sn83016555/1874/03/26/ed-1/seq-1/1","Mercer County","OH","sn83016555",-84.689749,40.594055,796,"N","1870s","Louisiana","South","South"
"122",186,8428,"New-York dispatch ","Buffalo County, WI","4/12/1857","New York , New York",-74.00597,40.712775,"New York ","NY",1857,"seq-6","https://articleextractor.org/pages/8428/dlc_collins_ver01/sn83030364/1857/04/12/ed-1/seq-6/1","Buffalo County","WI","sn83030364",-91.753882,44.310235,936,"N","1850s","New York","Northeast","North"
"123",187,8430,"Eureka daily sentinel ","Shreveport, LA","7/18/1886","Eureka, Nevada",-115.96078,39.512486,"Eureka","NV",1886,"seq-2","https://articleextractor.org/pages/8430/nvln_sparks_ver01/sn84022044/1886/07/18/ed-1/seq-2/1","Shreveport","LA","sn84022044",-93.750179,32.525152,1329,"N","1880s","Nevada","West","North"
"124",188,8431,"St. Paul daily globe ","Huron Station, ID","8/18/1886","Saint Paul, Minnesota",-93.08996,44.953703,"Saint Paul","MN",1886,"seq-1","https://articleextractor.org/pages/8431/mnhi_faribault_ver01/sn90059522/1886/08/18/ed-1/seq-1/1","Huron Station","ID","sn90059522",-118.221859,34.085183,1528,"N","1880s","Minnesota","North Central","North"
"125",189,8434,"Wood River times ","Weiser City, ID","1/4/1884","Hailey, Idaho",-114.31533,43.519629,"Hailey","ID",1884,"seq-3","https://articleextractor.org/pages/8434/idhi_cather_ver01/sn86091172/1884/01/04/ed-1/seq-3/1","Weiser City","ID","sn86091172",-116.969333,44.250998,142,"Y","1880s","Idaho","West","Misc"
"126",190,8435,"Wheeling register ","Tombstone, AZ","2/23/1884","Wheeling, West Virginia",-80.72092,40.063962,"Wheeling","WV",1884,"seq-1","https://articleextractor.org/pages/8435/wvu_nova_ver02/sn86092518/1884/02/23/ed-1/seq-1/1","Tombstone","AZ","sn86092518",-110.067576,31.712868,1734,"N","1880s","West Virginia","South","Border"
"127",192,8440,"Edgefield advertiser ","Denton, MD","10/26/1854","Edgefield, South Carolina",-81.92956,33.789577,"Edgefield","SC",1854,"seq-1","https://articleextractor.org/pages/8440/scu_cootiestark_ver01/sn84026897/1854/10/26/ed-1/seq-1/1","Denton","MD","sn84026897",-75.827156,38.884558,489,"N","1850s","South Carolina","South","South"
"128",193,8443,"The daily worker ","Shelbyville, TN","12/22/1934","Chicago, Illinois",-87.6298,41.878114,"Chicago","IL",1934,"seq-8","https://articleextractor.org/pages/8443/iune_garnet_ver01/sn84020097/1934/12/22/ed-1/seq-8/1","Shelbyville","TN","sn84020097",-86.460272,35.483406,447,"N","1930s","Illinois","North Central","North"
"129",194,8445,"Savannah morning news ","Breahitt County, KY","4/26/1884","Savannah), Georgia",-81.0912,32.080899,"Savannah)","GA",1884,"seq-1","https://articleextractor.org/pages/8445/gu_ace_ver02/sn82015137/1884/04/26/ed-1/seq-1/2","Breahitt County","KY","sn82015137",-83.336188,37.535962,398,"N","1880s","Georgia","South","South"
"130",196,8446,"The daily dispatch ","DeWitt County, TX","10/5/1855","Richmond , Virginia",-77.43605,37.540725,"Richmond ","VA",1855,"seq-1","https://articleextractor.org/pages/8446/vi_manowar_ver01/sn84024738/1855/10/05/ed-1/seq-1/1","DeWitt County","TX","sn84024738",-97.351656,29.123519,1286,"N","1850s","Virginia","South","South"
"131",197,8447,NA,"Urbana, OH","6/10/1897","NA, Michigan",-85.60236,44.314844,NA,"MI",1897,"seq-2","https://articleextractor.org/pages/8447/mimtptc_franklin_ver01/sn96076641/1897/06/10/ed-1/seq-2/1","Urbana","OH","sn96076641",-83.75243,40.108391,306,"N","1890s","Michigan","North Central","North"
"132",198,8448,"Abilene weekly reflector ","Kingston, MO","2/21/1895","Abilene, Kansas",-97.21391,38.917222,"Abilene","KS",1895,"seq-2","https://articleextractor.org/pages/8448/khi_lawrence_ver01/sn84029386/1895/02/21/ed-1/seq-2/1","Kingston","MO","sn84029386",-94.038552,39.644174,177,"N","1890s","Kansas","North Central","North"
"133",200,8450,NA,"Opelousas, LA","9/28/1895","NA, Louisiana",-93.08628,31.76072,NA,"LA",1895,"seq-3","https://articleextractor.org/pages/8450/lu_jacobi_ver01/sn88064250/1895/09/28/ed-1/seq-3/1","Opelousas","LA","sn88064250",-92.081509,30.53353,104,"Y","1890s","Louisiana","South","South"
"134",201,8451,"The Salt Lake herald ","Blair, NE","8/16/1890","Salt Lake City , Utah",-111.89105,40.760779,"Salt Lake City ","UT",1890,"seq-1","https://articleextractor.org/pages/8451/uuml_anderson_ver01/sn85058130/1890/08/16/ed-1/seq-1/1","Blair","NE","sn85058130",-96.13507,41.544697,821,"N","1890s","Utah","West","Misc"
"135",202,8453,"Orleans County monitor ","Colfax, WA","1/17/1898","Barton, Vermont",-72.17626,44.748081,"Barton","VT",1898,"seq-8","https://articleextractor.org/pages/8453/vtu_middlebury_ver01/sn84022871/1898/01/17/ed-1/seq-8/1","Colfax","WA","sn84022871",-117.36435,46.880165,2153,"N","1890s","Vermont","Northeast","North"
"136",204,8455,NA,"St Louis, MO","7/29/1897","NA, Texas",-99.90181,31.968599,NA,"TX",1897,"seq-8","https://articleextractor.org/pages/8455/txdn_audi_ver01/sn86088296/1897/07/29/ed-1/seq-8/1","St Louis","MO","sn86088296",-90.199404,38.627003,715,"N","1890s","Texas","South","South"
"137",205,8456,"The semi-weekly messenger ","Bismark, SD","11/19/1897","Wilmington, North Carolina",-77.88681,34.210389,"Wilmington","NC",1897,"seq-3","https://articleextractor.org/pages/8456/ncu_green_ver01/sn91068367/1897/11/19/ed-1/seq-3/1","Bismark","SD","sn91068367",-100.787693,46.805495,1477,"N","1890s","North Carolina","South","South"
"138",207,8457,"River Falls journal ","Monticello, AK","7/21/1898","River Falls, Wisconsin",-92.62381,44.861356,"River Falls","WI",1898,"seq-2","https://articleextractor.org/pages/8457/whi_hegmeister_ver01/sn85033255/1898/07/21/ed-1/seq-2/1","Monticello","AK","sn85033255",-91.802186,33.62967,778,"N","1890s","Wisconsin","North Central","North"
"139",210,8458,NA,"Bryan, TX","11/25/1897","NA, South Dakota",-99.90181,43.969515,NA,"SD",1897,"seq-2","https://articleextractor.org/pages/8458/sdhi_honeydew_ver01/sn99068086/1897/11/25/ed-1/seq-2/1","Bryan","TX","sn99068086",-96.369963,30.674364,940,"N","1890s","South Dakota","North Central","Misc"
