"","X","...1","...2","file_id","date","newspaper_name","newspaper_city","newspaper_state","URL","sn","year","month","day","edition","news_address","has_article_highlights","last_modified","num_annotations","flag_irrelevant","flag_bad_layout","flag_other","last_modified_by","last_modified_by_name","newspaper_state_clean"
"1",1,1,1,0,"1893-12-11","Alexandria gazette","Alexandria","D.C","https://articleextractor.org/pages//0/vi_quartz_ver01/sn85025007/1893/12/11/ed-1/seq-2/0?user_id=6","sn85025007",1893,12,11,"ed-1","Alexandria,  D.C",0,"2023-07-31 20:06:24",0,0,1,0,6,"Rob Wells","DC"
"2",7,7,7,6,"1898-01-08","Macon beacon","Macon","Miss","https://articleextractor.org/pages//6/msar_applejack_ver01/sn83016943/1898/01/08/ed-1/seq-1/0?user_id=6","sn83016943",1898,1,8,"ed-1","Macon,  Miss",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","MS"
"3",13,13,13,12,"1899-06-15","The news & observer","Raleigh","N.C","https://articleextractor.org/pages//12/ncu_griffin_ver01/sn85042104/1899/06/15/ed-1/seq-2/0?user_id=6","sn85042104",1899,6,15,"ed-1","Raleigh,  N.C",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","NC"
"4",16,16,16,15,"1898-09-17","Richmond planet","Richmond","Va","https://articleextractor.org/pages//15/vi_yes_ver01/sn84025841/1898/09/17/ed-1/seq-4/0?user_id=6","sn84025841",1898,9,17,"ed-1","Richmond,  Va",0,"2023-01-23 21:02:58",2,0,0,0,0,"null","VA"
"5",18,18,18,17,"1899-05-23","El Paso daily herald.","El Paso","Tex","https://articleextractor.org/pages//17/txdn_gmc_ver02/sn86064199/1899/05/23/ed-1/seq-1/0?user_id=6","sn86064199",1899,5,23,"ed-1","El Paso,  Tex",0,"2023-01-23 21:02:58",2,0,0,0,0,"null","TX"
"6",19,19,19,18,"1898-12-09","The semi-weekly messenger","Wilmington","N.C","https://articleextractor.org/pages//18/ncu_green_ver01/sn91068367/1898/12/09/ed-1/seq-8/0?user_id=6","sn91068367",1898,12,9,"ed-1","Wilmington,  N.C",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","NC"
"7",20,20,20,19,"1899-01-11","The leader","Brookhaven","Mis","https://articleextractor.org/pages//19/msar_agate_ver01/sn86074063/1899/01/11/ed-1/seq-2/0?user_id=6","sn86074063",1899,1,11,"ed-1","Brookhaven,  Mis",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","MS"
"8",22,22,22,21,"1898-05-07","The Grenada sentinel","Grenada","Miss","https://articleextractor.org/pages//21/msar_eyelet_ver02/sn85034375/1898/05/07/ed-1/seq-4/0?user_id=6","sn85034375",1898,5,7,"ed-1","Grenada,  Miss",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","MS"
"9",26,26,26,25,"1898-11-24","The times","Richmond","Va","https://articleextractor.org/pages//25/vi_vanhalen_ver01/sn85034438/1898/11/24/ed-1/seq-7/0?user_id=6","sn85034438",1898,11,24,"ed-1","Richmond,  Va",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","VA"
"10",29,29,29,28,"1898-11-12","Bryan morning eagle","Bryan","Tex","https://articleextractor.org/pages//28/txdn_infiniti_ver03/sn86088652/1898/11/12/ed-1/seq-2/0?user_id=6","sn86088652",1898,11,12,"ed-1","Bryan,  Tex",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","TX"
"11",30,30,30,29,"1898-01-06","Warren sheaf","Warren","Marshal","https://articleextractor.org/pages//29/mnhi_orr_ver01/sn90059228/1898/01/06/ed-1/seq-2/0?user_id=6","sn90059228",1898,1,6,"ed-1","Warren,  Marshal",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","MS"
"12",32,32,32,31,"1899-05-25","The Mena star.","Mena","Ark","https://articleextractor.org/pages//31/arhi_electabuzz_ver01/sn89051214/1899/05/25/ed-1/seq-1/0?user_id=6","sn89051214",1899,5,25,"ed-1","Mena,  Ark",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","AR"
"13",43,43,43,42,"1899-08-12","The news & observer","Raleigh","N.C","https://articleextractor.org/pages//42/ncu_griffin_ver01/sn85042104/1899/08/12/ed-1/seq-2/0?user_id=6","sn85042104",1899,8,12,"ed-1","Raleigh,  N.C",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","NC"
"14",46,46,46,45,"1898-12-15","The gold leaf","Henderson","N.C","https://articleextractor.org/pages//45/ncu_haw_ver01/sn91068402/1898/12/15/ed-1/seq-3/0?user_id=6","sn91068402",1898,12,15,"ed-1","Henderson,  N.C",0,"2023-08-10 14:32:39",0,1,0,0,9,"Generic User 3","NC"
"15",58,58,58,57,"1899-11-11","The Grenada sentinel","Grenada","Miss","https://articleextractor.org/pages//57/msar_eyelet_ver02/sn85034375/1899/11/11/ed-1/seq-2/0?user_id=6","sn85034375",1899,11,11,"ed-1","Grenada,  Miss",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","MS"
"16",65,65,65,64,"1899-03-10","The Canton times.","Canton","Miss","https://articleextractor.org/pages//64/msar_lightningbolt_ver03/sn86074075/1899/03/10/ed-1/seq-1/0?user_id=6","sn86074075",1899,3,10,"ed-1","Canton,  Miss",0,"2023-08-10 15:31:58",0,1,0,0,9,"Generic User 3","MS"
"17",71,71,71,70,"1899-05-02","The semi-weekly messenger","Wilmington","N.C","https://articleextractor.org/pages//70/ncu_green_ver01/sn91068367/1899/05/02/ed-1/seq-4/0?user_id=6","sn91068367",1899,5,2,"ed-1","Wilmington,  N.C",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","NC"
"18",75,75,75,74,"1899-08-31","The Houston daily post","Houston","Tex","https://articleextractor.org/pages//74/txdn_charlie_ver01/sn86071197/1899/08/31/ed-1/seq-4/0?user_id=6","sn86071197",1899,8,31,"ed-1","Houston,  Tex",0,"2023-08-10 18:13:59",0,1,0,0,9,"Generic User 3","TX"
"19",79,79,79,78,"1900-10-25","The times","Richmond","Va","https://articleextractor.org/pages//78/vi_albion_ver01/sn85034438/1900/10/25/ed-1/seq-4/0?user_id=6","sn85034438",1900,10,25,"ed-1","Richmond,  Va",0,"2023-08-10 18:27:46",0,0,1,0,9,"Generic User 3","VA"
"20",80,80,80,79,"1899-05-16","The Washington weekly post.","Washington","D.C","https://articleextractor.org/pages//79/dlc_echo_ver01/sn87062234/1899/05/16/ed-1/seq-5/0?user_id=6","sn87062234",1899,5,16,"ed-1","Washington,  D.C",0,"2023-08-10 18:30:39",0,1,0,0,9,"Generic User 3","DC"
"21",82,82,82,81,"1900-04-17","The times","Richmond","Va","https://articleextractor.org/pages//81/vi_albion_ver01/sn85034438/1900/04/17/ed-1/seq-1/0?user_id=6","sn85034438",1900,4,17,"ed-1","Richmond,  Va",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","VA"
"22",84,84,84,83,"1899-11-04","The Greenville times","Greenville","Mis","https://articleextractor.org/pages//83/msar_braeburn_ver01/sn85034374/1899/11/04/ed-1/seq-6/0?user_id=6","sn85034374",1899,11,4,"ed-1","Greenville,  Mis",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","MS"
"23",88,88,88,87,"1900-08-29","Richmond dispatch","Richmond","Va","https://articleextractor.org/pages//87/vi_darwin_ver01/sn85038614/1900/08/29/ed-1/seq-6/0?user_id=6","sn85038614",1900,8,29,"ed-1","Richmond,  Va",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","VA"
"24",89,89,89,88,"1900-12-27","The gold leaf","Henderson","N.C","https://articleextractor.org/pages//88/ncu_haw_ver01/sn91068402/1900/12/27/ed-1/seq-2/0?user_id=6","sn91068402",1900,12,27,"ed-1","Henderson,  N.C",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","NC"
"25",92,92,92,91,"1900-09-29","Alexandria gazette","Alexandria","D.C","https://articleextractor.org/pages//91/vi_eagles_ver01/sn85025007/1900/09/29/ed-1/seq-4/0?user_id=6","sn85025007",1900,9,29,"ed-1","Alexandria,  D.C",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","DC"
"26",104,104,104,103,"1900-10-18","Fisherman & farmer","Edenton","N.C","https://articleextractor.org/pages//103/ncu_elk_ver01/sn91068084/1900/10/18/ed-1/seq-1/0?user_id=6","sn91068084",1900,10,18,"ed-1","Edenton,  N.C",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","NC"
"27",108,108,108,107,"1899-06-06","The Brunswick times","Brunswick","Ga","https://articleextractor.org/pages//107/gu_inspector_ver01/sn90052410/1899/06/06/ed-1/seq-4/0?user_id=6","sn90052410",1899,6,6,"ed-1","Brunswick,  Ga",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","GA"
"28",109,109,109,108,"1909-11-05","Alexandria gazette","Alexandria","D.C","https://articleextractor.org/pages//108/vi_greenday_ver01/sn85025007/1909/11/05/ed-1/seq-2/0?user_id=6","sn85025007",1909,11,5,"ed-1","Alexandria,  D.C",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","DC"
"29",110,110,110,109,"1909-06-07","The Ocala evening star","Ocala","Fla","https://articleextractor.org/pages//109/fu_fifteen_ver01/sn84027621/1909/06/07/ed-1/seq-2/0?user_id=6","sn84027621",1909,6,7,"ed-1","Ocala,  Fla",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","FL"
"30",114,114,114,113,"1909-04-06","Alexandria gazette","Alexandria","D.C","https://articleextractor.org/pages//113/vi_greenday_ver01/sn85025007/1909/04/06/ed-1/seq-2/0?user_id=6","sn85025007",1909,4,6,"ed-1","Alexandria,  D.C",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","DC"
"31",115,115,115,114,"1909-02-10","The Birmingham age-herald","Birmingham","Ala","https://articleextractor.org/pages//114/au_flagg_ver01/sn85038485/1909/02/10/ed-1/seq-1/0?user_id=6","sn85038485",1909,2,10,"ed-1","Birmingham,  Ala",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","AL"
"32",121,121,121,120,"1900-06-14","Warren sheaf","Warren","Marshal","https://articleextractor.org/pages//120/mnhi_orr_ver01/sn90059228/1900/06/14/ed-1/seq-2/0?user_id=6","sn90059228",1900,6,14,"ed-1","Warren,  Marshal",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","MS"
"33",124,124,124,123,"1900-03-29","The news & observer","Raleigh","N.C","https://articleextractor.org/pages//123/ncu_griffin_ver01/sn85042104/1900/03/29/ed-1/seq-4/0?user_id=6","sn85042104",1900,3,29,"ed-1","Raleigh,  N.C",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","NC"
"34",125,125,125,124,"1912-03-26","Alexandria gazette","Alexandria","D.C","https://articleextractor.org/pages//124/vi_isogawa_ver01/sn85025007/1912/03/26/ed-1/seq-3/0?user_id=6","sn85025007",1912,3,26,"ed-1","Alexandria,  D.C",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","DC"
"35",126,126,126,125,"1912-11-14","The times dispatch","Richmond","Va","https://articleextractor.org/pages//125/vi_gray_ver01/sn85038615/1912/11/14/ed-1/seq-2/0?user_id=6","sn85038615",1912,11,14,"ed-1","Richmond,  Va",0,"2023-08-10 20:52:29",0,0,1,0,9,"Generic User 3","VA"
"36",133,133,133,132,"1909-06-10","The Caucasian.","Clinton","N.C","https://articleextractor.org/pages//132/ncu_haw_ver01/sn91068245/1909/06/10/ed-1/seq-2/0?user_id=6","sn91068245",1909,6,10,"ed-1","Clinton,  N.C",0,"2023-08-10 21:05:23",0,1,0,0,9,"Generic User 3","NC"
"37",137,137,137,136,"1912-06-25","Atlanta Georgian","Atlanta","Ga","https://articleextractor.org/pages//136/gu_hydrus_ver01/sn89053729/1912/06/25/ed-1/seq-2/0?user_id=6","sn89053729",1912,6,25,"ed-1","Atlanta,  Ga",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","GA"
"38",146,146,146,145,"1912-10-03","The Prescott daily news.","Prescott","Ark","https://articleextractor.org/pages//145/arhi_hypno_ver02/sn90050307/1912/10/03/ed-1/seq-4/0?user_id=6","sn90050307",1912,10,3,"ed-1","Prescott,  Ark",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","AR"
"39",152,152,152,151,"1911-01-19","Oxford eagle.","Oxford","Lafayet","https://articleextractor.org/pages//151/msar_diamond_ver01/sn87065469/1911/01/19/ed-1/seq-1/0?user_id=6","sn87065469",1911,1,19,"ed-1","Oxford,  Lafayet",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","MS"
"40",154,154,154,153,"1910-03-10","The Washington herald","Washington","D.C","https://articleextractor.org/pages//153/dlc_lima_ver01/sn83045433/1910/03/10/ed-1/seq-1/0?user_id=6","sn83045433",1910,3,10,"ed-1","Washington,  D.C",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","DC"
"41",157,157,157,156,"1910-05-01","The times dispatch","Richmond","Va","https://articleextractor.org/pages//156/vi_grundy_ver01/sn85038615/1910/05/01/ed-1/seq-5/0?user_id=6","sn85038615",1910,5,1,"ed-1","Richmond,  Va",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","VA"
"42",161,161,161,160,"1912-02-15","Bryan daily eagle and pilot","Bryan","Tex","https://articleextractor.org/pages//160/txdn_jaguar_ver01/sn86088651/1912/02/15/ed-1/seq-1/0?user_id=6","sn86088651",1912,2,15,"ed-1","Bryan,  Tex",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","TX"
"43",162,162,162,161,"1910-06-03","Atlanta semi-weekly journal.","Atlanta","Ga","https://articleextractor.org/pages//161/gu_graco_ver01/sn86090947/1910/06/03/ed-1/seq-8/0?user_id=6","sn86090947",1910,6,3,"ed-1","Atlanta,  Ga",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","GA"
"44",170,170,170,169,"1875-09-15","Knoxville Whig and chronicle","Knoxville","Tenn","https://articleextractor.org/pages//169/tu_furry_ver01/sn85042534/1875/09/15/ed-1/seq-2/0?user_id=6","sn85042534",1875,9,15,"ed-1","Knoxville,  Tenn",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","TN"
"45",176,176,176,175,"1909-12-21","Daily press","Newport News","V","https://articleextractor.org/pages//175/vi_eggplant_ver01/sn83045830/1909/12/21/ed-1/seq-2/0?user_id=6","sn83045830",1909,12,21,"ed-1","Newport News,  V",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","VA"
"46",179,179,179,178,"1858-09-24","New Orleans daily crescent",NA,"L","https://articleextractor.org/pages//178/lu_qualchan_ver01/sn82015753/1858/09/24/ed-1/seq-1/0?user_id=6","sn82015753",1858,9,24,"ed-1",",  L",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","LA"
"47",185,185,185,184,"1898-06-23","The morning news","Savannah","Ga","https://articleextractor.org/pages//184/gu_fletcher_ver01/sn86063034/1898/06/23/ed-1/seq-6/0?user_id=6","sn86063034",1898,6,23,"ed-1","Savannah,  Ga",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","GA"
"48",191,191,191,190,"1882-05-27","St. Landry democrat.","Opelousas","La","https://articleextractor.org/pages//190/lu_blastoise_ver01/sn88064537/1882/05/27/ed-1/seq-2/0?user_id=6","sn88064537",1882,5,27,"ed-1","Opelousas,  La",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","LA"
"49",200,200,200,199,"1912-01-02","The Birmingham age-herald","Birmingham","Ala","https://articleextractor.org/pages//199/au_huie_ver01/sn85038485/1912/01/02/ed-1/seq-6/0?user_id=6","sn85038485",1912,1,2,"ed-1","Birmingham,  Ala",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","AL"
"50",202,202,202,201,"1912-12-31","Atlanta Georgian","Atlanta","Ga","https://articleextractor.org/pages//201/gu_indus_ver01/sn89053729/1912/12/31/ed-4/seq-4/0?user_id=6","sn89053729",1912,12,31,"ed-4","Atlanta,  Ga",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","GA"
"51",204,204,204,203,"1858-08-14","Staunton vindicator and general advertiser.","Staunton","Augus","https://articleextractor.org/pages//203/vi_klepper_ver02/sn96027384/1858/08/14/ed-1/seq-1/0?user_id=6","sn96027384",1858,8,14,"ed-1","Staunton,  Augus",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","VA"
"52",205,205,205,204,"1858-07-03","Memphis daily appeal","Memphis","Tenn","https://articleextractor.org/pages//204/tu_archie_ver01/sn83045160/1858/07/03/ed-1/seq-2/0?user_id=6","sn83045160",1858,7,3,"ed-1","Memphis,  Tenn",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","TN"
"53",207,207,207,206,"1858-12-21","New Orleans daily crescent",NA,"L","https://articleextractor.org/pages//206/lu_qualchan_ver01/sn82015753/1858/12/21/ed-1/seq-3/0?user_id=6","sn82015753",1858,12,21,"ed-1",",  L",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","LA"
"54",213,213,213,212,"1859-11-11","Staunton vindicator and general advertiser.","Staunton","Augus","https://articleextractor.org/pages//212/vi_klepper_ver02/sn96027384/1859/11/11/ed-1/seq-2/0?user_id=6","sn96027384",1859,11,11,"ed-1","Staunton,  Augus",0,"2023-03-13 00:13:21",0,1,0,0,0,"null","VA"
"55",219,219,219,218,"1858-08-18","Memphis daily appeal","Memphis","Tenn","https://articleextractor.org/pages//218/tu_archie_ver01/sn83045160/1858/08/18/ed-1/seq-3/0?user_id=6","sn83045160",1858,8,18,"ed-1","Memphis,  Tenn",0,"2023-03-13 00:19:43",0,1,0,0,0,"null","TN"
"56",220,220,220,219,"1858-12-29","Arkansas true Democrat","Little Rock","Ar","https://articleextractor.org/pages//219/arhi_charmander_ver01/sn82014282/1858/12/29/ed-1/seq-2/0?user_id=6","sn82014282",1858,12,29,"ed-1","Little Rock,  Ar",0,"2023-03-01 21:52:10",0,1,0,0,0,"null","AR"
"57",222,222,222,221,"1903-07-11","Macon beacon","Macon","Miss","https://articleextractor.org/pages//221/msar_braeburn_ver01/sn83016943/1903/07/11/ed-1/seq-1/0?user_id=6","sn83016943",1903,7,11,"ed-1","Macon,  Miss",0,"2023-08-11 15:55:57",0,1,0,0,9,"Generic User 3","MS"
"58",224,224,224,223,"1903-08-07","The Bolivar bulletin.","Bolivar","Tenn","https://articleextractor.org/pages//223/tu_dottie_ver01/sn89058007/1903/08/07/ed-1/seq-4/0?user_id=6","sn89058007",1903,8,7,"ed-1","Bolivar,  Tenn",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","TN"
"59",228,228,228,227,"1903-10-30","The semi-weekly messenger","Wilmington","N.C","https://articleextractor.org/pages//227/ncu_green_ver01/sn91068367/1903/10/30/ed-1/seq-6/0?user_id=6","sn91068367",1903,10,30,"ed-1","Wilmington,  N.C",0,"2023-08-11 16:13:37",0,1,0,0,9,"Generic User 3","NC"
"60",235,235,235,234,"1903-04-19","The Savannah morning news.","Savannah","Ga","https://articleextractor.org/pages//234/gu_holmes_ver01/sn89053684/1903/04/19/ed-1/seq-4/0?user_id=6","sn89053684",1903,4,19,"ed-1","Savannah,  Ga",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","GA"
"61",238,238,238,237,"1903-08-30","The times dispatch","Richmond","Va","https://articleextractor.org/pages//237/vi_gualala_ver01/sn85038615/1903/08/30/ed-1/seq-8/0?user_id=6","sn85038615",1903,8,30,"ed-1","Richmond,  Va",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","VA"
"62",249,249,249,248,"1899-09-22","The evening times","Washington","D.C","https://articleextractor.org/pages//248/dlc_dutch_ver02/sn84024441/1899/09/22/ed-1/seq-4/0?user_id=6","sn84024441",1899,9,22,"ed-1","Washington,  D.C",0,"2023-08-17 21:15:02",0,1,0,0,9,"Generic User 3","DC"
"63",251,251,251,250,"1894-12-13","The news & observer","Raleigh","N.C","https://articleextractor.org/pages//250/ncu_earnhardt_ver01/sn85042104/1894/12/13/ed-1/seq-4/0?user_id=6","sn85042104",1894,12,13,"ed-1","Raleigh,  N.C",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","NC"
"64",254,254,254,253,"1900-02-24","The Greenville times","Greenville","Mis","https://articleextractor.org/pages//253/msar_cloudchaser_ver01/sn85034374/1900/02/24/ed-1/seq-6/0?user_id=6","sn85034374",1900,2,24,"ed-1","Greenville,  Mis",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","MS"
"65",261,261,261,260,"1903-09-17","The progress-advertiser.","Lexington","Miss","https://articleextractor.org/pages//260/msar_damask_ver02/sn87065338/1903/09/17/ed-1/seq-4/0?user_id=6","sn87065338",1903,9,17,"ed-1","Lexington,  Miss",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","MS"
"66",276,276,276,275,"1858-09-15","Arkansas true Democrat","Little Rock","Ar","https://articleextractor.org/pages//275/arhi_charmander_ver01/sn82014282/1858/09/15/ed-1/seq-2/0?user_id=6","sn82014282",1858,9,15,"ed-1","Little Rock,  Ar",0,"2023-03-13 00:17:45",0,1,0,0,0,"null","AR"
"67",278,278,278,277,"1903-08-18","The semi-weekly messenger","Wilmington","N.C","https://articleextractor.org/pages//277/ncu_green_ver01/sn91068367/1903/08/18/ed-1/seq-5/0?user_id=6","sn91068367",1903,8,18,"ed-1","Wilmington,  N.C",0,"2023-08-17 22:25:32",0,1,0,0,9,"Generic User 3","NC"
"68",284,284,284,283,"1903-01-08","Oxford eagle.","Oxford","Lafayet","https://articleextractor.org/pages//283/msar_diamond_ver01/sn87065469/1903/01/08/ed-1/seq-1/0?user_id=6","sn87065469",1903,1,8,"ed-1","Oxford,  Lafayet",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","MS"
"69",294,294,294,293,"1903-02-10","The times dispatch","Richmond","Va","https://articleextractor.org/pages//293/vi_gualala_ver01/sn85038615/1903/02/10/ed-1/seq-4/0?user_id=6","sn85038615",1903,2,10,"ed-1","Richmond,  Va",0,"2023-08-17 23:23:05",0,1,0,0,9,"Generic User 3","VA"
"70",298,298,298,297,"1903-07-24","The Columbia herald","Columbia","Tenn 18??-1935","https://articleextractor.org/pages//297/tu_louie_ver01/sn96091104/1903/07/24/ed-1/seq-1/0?user_id=6","sn96091104",1903,7,24,"ed-1","Columbia,  Tenn 18??-1935",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","TN"
"71",310,310,310,309,"1903-10-16","Highland recorder.","Monterey","Highl","https://articleextractor.org/pages//309/vi_aerosmith_ver01/sn95079246/1903/10/16/ed-1/seq-1/0?user_id=6","sn95079246",1903,10,16,"ed-1","Monterey,  Highl",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","VA"
"72",315,315,315,314,"1903-08-21","Highland recorder.","Monterey","Highl","https://articleextractor.org/pages//314/vi_aerosmith_ver01/sn95079246/1903/08/21/ed-1/seq-1/0?user_id=6","sn95079246",1903,8,21,"ed-1","Monterey,  Highl",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","VA"
"73",318,318,318,317,"1903-04-23","Mrs. Grundy of Grundy.","Tracy City","Ten","https://articleextractor.org/pages//317/tu_eddie_ver02/sn99065803/1903/04/23/ed-1/seq-3/0?user_id=6","sn99065803",1903,4,23,"ed-1","Tracy City,  Ten",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","TN"
"74",321,321,321,320,"1903-06-23","Evening star","Washington","D.C","https://articleextractor.org/pages//320/dlc_rottweiler_ver01/sn83045462/1903/06/23/ed-1/seq-4/0?user_id=6","sn83045462",1903,6,23,"ed-1","Washington,  D.C",0,"2023-08-18 14:53:53",0,1,0,0,9,"Generic User 3","DC"
"75",322,322,322,321,"1903-07-18","The news & observer","Raleigh","N.C","https://articleextractor.org/pages//321/ncu_hamm_ver01/sn85042104/1903/07/18/ed-1/seq-2/0?user_id=6","sn85042104",1903,7,18,"ed-1","Raleigh,  N.C",0,"2023-08-18 14:56:02",0,1,0,0,9,"Generic User 3","NC"
"76",323,323,323,322,"1903-08-07","Americus times-recorder","Americus","Ga","https://articleextractor.org/pages//322/gu_ara_ver01/sn89053204/1903/08/07/ed-1/seq-2/0?user_id=6","sn89053204",1903,8,7,"ed-1","Americus,  Ga",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","GA"
"77",327,327,327,326,"1903-06-07","The news & observer","Raleigh","N.C","https://articleextractor.org/pages//326/ncu_hamm_ver01/sn85042104/1903/06/07/ed-1/seq-15/0?user_id=6","sn85042104",1903,6,7,"ed-1","Raleigh,  N.C",0,"2023-08-18 15:17:14",0,1,0,0,9,"Generic User 3","NC"
"78",329,329,329,328,"1903-01-03","New Iberia enterprise and independent observer.","New Iberia","La","https://articleextractor.org/pages//328/lu_eevee_ver01/sn88064328/1903/01/03/ed-1/seq-2/0?user_id=6","sn88064328",1903,1,3,"ed-1","New Iberia,  La",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","LA"
"79",330,330,330,329,"1903-11-07","The Grenada sentinel","Grenada","Miss","https://articleextractor.org/pages//329/msar_eyelet_ver02/sn85034375/1903/11/07/ed-1/seq-3/0?user_id=6","sn85034375",1903,11,7,"ed-1","Grenada,  Miss",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","MS"
"80",332,332,332,331,"1903-07-23","The progress-advertiser.","Lexington","Miss","https://articleextractor.org/pages//331/msar_damask_ver02/sn87065338/1903/07/23/ed-1/seq-3/0?user_id=6","sn87065338",1903,7,23,"ed-1","Lexington,  Miss",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","MS"
"81",335,335,335,334,"1903-07-24","Newport weekly independent.","Newport","Ark","https://articleextractor.org/pages//334/arhi_kangaskhan_ver02/sn89051128/1903/07/24/ed-1/seq-2/0?user_id=6","sn89051128",1903,7,24,"ed-1","Newport,  Ark",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","AR"
"82",337,337,337,336,"1899-08-22","Evening star","Washington","D.C","https://articleextractor.org/pages//336/dlc_yorkie_ver01/sn83045462/1899/08/22/ed-1/seq-1/0?user_id=6","sn83045462",1899,8,22,"ed-1","Washington,  D.C",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","DC"
"83",340,340,340,339,"1894-10-30","Fort Worth gazette","Fort Worth","Tex","https://articleextractor.org/pages//339/txdn_india_ver02/sn86071158/1894/10/30/ed-1/seq-4/0?user_id=6","sn86071158",1894,10,30,"ed-1","Fort Worth,  Tex",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","TX"
"84",343,343,343,342,"1894-02-01","Iuka reporter.","Iuka","Miss","https://articleextractor.org/pages//342/msar_lapis_ver01/sn87065215/1894/02/01/ed-1/seq-2/0?user_id=6","sn87065215",1894,2,1,"ed-1","Iuka,  Miss",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","MS"
"85",344,344,344,343,"1894-02-27","News-observer-chronicle","Raleigh","N.C","https://articleextractor.org/pages//343/ncu_earnhardt_ver01/sn84042105/1894/02/27/ed-1/seq-1/0?user_id=6","sn84042105",1894,2,27,"ed-1","Raleigh,  N.C",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","NC"
"86",345,345,345,344,"1894-03-24","Fort Worth gazette","Fort Worth","Tex","https://articleextractor.org/pages//344/txdn_hotel_ver02/sn86071158/1894/03/24/ed-1/seq-4/0?user_id=6","sn86071158",1894,3,24,"ed-1","Fort Worth,  Tex",0,"2023-08-19 00:57:54",0,1,0,0,9,"Generic User 3","TX"
"87",347,347,347,346,"1894-04-12","Warren sheaf","Warren","Marshal","https://articleextractor.org/pages//346/mnhi_orr_ver01/sn90059228/1894/04/12/ed-1/seq-2/0?user_id=6","sn90059228",1894,4,12,"ed-1","Warren,  Marshal",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","MS"
"88",352,352,352,351,"1894-06-30","Richmond planet","Richmond","Va","https://articleextractor.org/pages//351/vi_yes_ver01/sn84025841/1894/06/30/ed-1/seq-2/0?user_id=6","sn84025841",1894,6,30,"ed-1","Richmond,  Va",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","VA"
