"","X","...1","...2","file_id","date","newspaper_name","newspaper_city","newspaper_state","URL","sn","year","month","day","edition","news_address","has_article_highlights","last_modified","num_annotations","flag_irrelevant","flag_bad_layout","flag_other","last_modified_by","last_modified_by_name","newspaper_state_clean"
"9207",48051,48051,48051,70673,"1902-07-02","Richmond dispatch","Richmond","Va","https://articleextractor.org/pages//70673/vi_etna_ver01/sn85038614/1902/07/02/ed-1/seq-2/0?user_id=6","sn85038614",1902,7,2,"ed-1","Richmond,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9208",48052,48052,48052,70674,"1902-08-01","Richmond dispatch","Richmond","Va","https://articleextractor.org/pages//70674/vi_etna_ver01/sn85038614/1902/08/01/ed-1/seq-7/0?user_id=6","sn85038614",1902,8,1,"ed-1","Richmond,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9209",48053,48053,48053,70675,"1902-02-05","Richmond dispatch","Richmond","Va","https://articleextractor.org/pages//70675/vi_etna_ver01/sn85038614/1902/02/05/ed-1/seq-1/0?user_id=6","sn85038614",1902,2,5,"ed-1","Richmond,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9210",48054,48054,48054,70680,"1902-08-07","Richmond dispatch","Richmond","Va","https://articleextractor.org/pages//70680/vi_etna_ver01/sn85038614/1902/08/07/ed-1/seq-1/0?user_id=6","sn85038614",1902,8,7,"ed-1","Richmond,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9211",48055,48055,48055,70763,"1909-05-22","The times dispatch","Richmond","Va","https://articleextractor.org/pages//70763/vi_fairfax_ver01/sn85038615/1909/05/22/ed-1/seq-7/0?user_id=6","sn85038615",1909,5,22,"ed-1","Richmond,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9212",48056,48056,48056,70767,"1909-05-29","The times dispatch","Richmond","Va","https://articleextractor.org/pages//70767/vi_fairfax_ver01/sn85038615/1909/05/29/ed-1/seq-2/0?user_id=6","sn85038615",1909,5,29,"ed-1","Richmond,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9213",48057,48057,48057,70770,"1909-05-29","The times dispatch","Richmond","Va","https://articleextractor.org/pages//70770/vi_fairfax_ver01/sn85038615/1909/05/29/ed-1/seq-1/0?user_id=6","sn85038615",1909,5,29,"ed-1","Richmond,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9214",48058,48058,48058,70771,"1909-05-01","The times dispatch","Richmond","Va","https://articleextractor.org/pages//70771/vi_fairfax_ver01/sn85038615/1909/05/01/ed-1/seq-1/0?user_id=6","sn85038615",1909,5,1,"ed-1","Richmond,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9215",48059,48059,48059,70772,"1909-06-24","The times dispatch","Richmond","Va","https://articleextractor.org/pages//70772/vi_fairfax_ver01/sn85038615/1909/06/24/ed-1/seq-1/0?user_id=6","sn85038615",1909,6,24,"ed-1","Richmond,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9216",48060,48060,48060,70773,"1909-07-01","The times dispatch","Richmond","Va","https://articleextractor.org/pages//70773/vi_fairfax_ver01/sn85038615/1909/07/01/ed-1/seq-3/0?user_id=6","sn85038615",1909,7,1,"ed-1","Richmond,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9217",48061,48061,48061,70774,"1909-07-25","The times dispatch","Richmond","Va","https://articleextractor.org/pages//70774/vi_fairfax_ver01/sn85038615/1909/07/25/ed-1/seq-9/0?user_id=6","sn85038615",1909,7,25,"ed-1","Richmond,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9218",48062,48062,48062,70775,"1909-07-01","The times dispatch","Richmond","Va","https://articleextractor.org/pages//70775/vi_fairfax_ver01/sn85038615/1909/07/01/ed-1/seq-4/0?user_id=6","sn85038615",1909,7,1,"ed-1","Richmond,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9219",48063,48063,48063,70776,"1909-10-11","The times dispatch","Richmond","Va","https://articleextractor.org/pages//70776/vi_fairfax_ver01/sn85038615/1909/10/11/ed-1/seq-1/0?user_id=6","sn85038615",1909,10,11,"ed-1","Richmond,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9220",48064,48064,48064,70778,"1909-05-30","The times dispatch","Richmond","Va","https://articleextractor.org/pages//70778/vi_fairfax_ver01/sn85038615/1909/05/30/ed-1/seq-28/0?user_id=6","sn85038615",1909,5,30,"ed-1","Richmond,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9221",48065,48065,48065,70779,"1909-11-26","The times dispatch","Richmond","Va","https://articleextractor.org/pages//70779/vi_fairfax_ver01/sn85038615/1909/11/26/ed-1/seq-1/0?user_id=6","sn85038615",1909,11,26,"ed-1","Richmond,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9222",48066,48066,48066,70783,"1909-05-10","The times dispatch","Richmond","Va","https://articleextractor.org/pages//70783/vi_fairfax_ver01/sn85038615/1909/05/10/ed-1/seq-1/0?user_id=6","sn85038615",1909,5,10,"ed-1","Richmond,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9223",48067,48067,48067,70784,"1909-05-25","The times dispatch","Richmond","Va","https://articleextractor.org/pages//70784/vi_fairfax_ver01/sn85038615/1909/05/25/ed-1/seq-1/0?user_id=6","sn85038615",1909,5,25,"ed-1","Richmond,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9224",48068,48068,48068,70785,"1909-06-15","The times dispatch","Richmond","Va","https://articleextractor.org/pages//70785/vi_fairfax_ver01/sn85038615/1909/06/15/ed-1/seq-4/0?user_id=6","sn85038615",1909,6,15,"ed-1","Richmond,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9225",48069,48069,48069,70786,"1909-05-25","The times dispatch","Richmond","Va","https://articleextractor.org/pages//70786/vi_fairfax_ver01/sn85038615/1909/05/25/ed-1/seq-2/0?user_id=6","sn85038615",1909,5,25,"ed-1","Richmond,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9226",48070,48070,48070,70787,"1909-11-13","The times dispatch","Richmond","Va","https://articleextractor.org/pages//70787/vi_fairfax_ver01/sn85038615/1909/11/13/ed-1/seq-8/0?user_id=6","sn85038615",1909,11,13,"ed-1","Richmond,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9227",48071,48071,48071,70788,"1909-11-14","The times dispatch","Richmond","Va","https://articleextractor.org/pages//70788/vi_fairfax_ver01/sn85038615/1909/11/14/ed-1/seq-1/0?user_id=6","sn85038615",1909,11,14,"ed-1","Richmond,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9228",48072,48072,48072,70789,"1909-06-06","The times dispatch","Richmond","Va","https://articleextractor.org/pages//70789/vi_fairfax_ver01/sn85038615/1909/06/06/ed-1/seq-16/0?user_id=6","sn85038615",1909,6,6,"ed-1","Richmond,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9229",48073,48073,48073,70790,"1909-11-30","The times dispatch","Richmond","Va","https://articleextractor.org/pages//70790/vi_fairfax_ver01/sn85038615/1909/11/30/ed-1/seq-10/0?user_id=6","sn85038615",1909,11,30,"ed-1","Richmond,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9230",48074,48074,48074,70791,"1909-07-22","The times dispatch","Richmond","Va","https://articleextractor.org/pages//70791/vi_fairfax_ver01/sn85038615/1909/07/22/ed-1/seq-6/0?user_id=6","sn85038615",1909,7,22,"ed-1","Richmond,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9231",48075,48075,48075,70792,"1890-12-28","The Roanoke times","Roanoke","Va","https://articleextractor.org/pages//70792/vi_fawn_ver01/sn86071868/1890/12/28/ed-1/seq-1/0?user_id=6","sn86071868",1890,12,28,"ed-1","Roanoke,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9232",48076,48076,48076,70793,"1890-05-16","The Roanoke times","Roanoke","Va","https://articleextractor.org/pages//70793/vi_fawn_ver01/sn86071868/1890/05/16/ed-1/seq-1/0?user_id=6","sn86071868",1890,5,16,"ed-1","Roanoke,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9233",48077,48077,48077,70794,"1891-03-18","The Roanoke times","Roanoke","Va","https://articleextractor.org/pages//70794/vi_fawn_ver01/sn86071868/1891/03/18/ed-1/seq-2/0?user_id=6","sn86071868",1891,3,18,"ed-1","Roanoke,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9234",48078,48078,48078,70795,"1909-12-28","The times dispatch","Richmond","Va","https://articleextractor.org/pages//70795/vi_fairfax_ver01/sn85038615/1909/12/28/ed-1/seq-6/0?user_id=6","sn85038615",1909,12,28,"ed-1","Richmond,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9235",48079,48079,48079,70796,"1891-04-11","The Roanoke times","Roanoke","Va","https://articleextractor.org/pages//70796/vi_fawn_ver01/sn86071868/1891/04/11/ed-1/seq-1/0?user_id=6","sn86071868",1891,4,11,"ed-1","Roanoke,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9236",48080,48080,48080,70797,"1890-12-25","The Roanoke times","Roanoke","Va","https://articleextractor.org/pages//70797/vi_fawn_ver01/sn86071868/1890/12/25/ed-1/seq-1/0?user_id=6","sn86071868",1890,12,25,"ed-1","Roanoke,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9237",48081,48081,48081,70798,"1890-06-14","The Roanoke times","Roanoke","Va","https://articleextractor.org/pages//70798/vi_fawn_ver01/sn86071868/1890/06/14/ed-1/seq-1/0?user_id=6","sn86071868",1890,6,14,"ed-1","Roanoke,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9238",48082,48082,48082,70799,"1891-10-02","The Roanoke times","Roanoke","Va","https://articleextractor.org/pages//70799/vi_fawn_ver01/sn86071868/1891/10/02/ed-1/seq-1/0?user_id=6","sn86071868",1891,10,2,"ed-1","Roanoke,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9239",48083,48083,48083,70800,"1890-07-10","The Roanoke times","Roanoke","Va","https://articleextractor.org/pages//70800/vi_fawn_ver01/sn86071868/1890/07/10/ed-1/seq-1/0?user_id=6","sn86071868",1890,7,10,"ed-1","Roanoke,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9240",48084,48084,48084,70801,"1891-08-30","The Roanoke times","Roanoke","Va","https://articleextractor.org/pages//70801/vi_fawn_ver01/sn86071868/1891/08/30/ed-1/seq-1/0?user_id=6","sn86071868",1891,8,30,"ed-1","Roanoke,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9241",48085,48085,48085,70803,"1891-12-02","The Roanoke times","Roanoke","Va","https://articleextractor.org/pages//70803/vi_fawn_ver01/sn86071868/1891/12/02/ed-1/seq-4/0?user_id=6","sn86071868",1891,12,2,"ed-1","Roanoke,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9242",48086,48086,48086,70804,"1891-10-02","The Roanoke times","Roanoke","Va","https://articleextractor.org/pages//70804/vi_fawn_ver01/sn86071868/1891/10/02/ed-1/seq-4/0?user_id=6","sn86071868",1891,10,2,"ed-1","Roanoke,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9243",48087,48087,48087,70805,"1891-10-18","The Roanoke times","Roanoke","Va","https://articleextractor.org/pages//70805/vi_fawn_ver01/sn86071868/1891/10/18/ed-1/seq-4/0?user_id=6","sn86071868",1891,10,18,"ed-1","Roanoke,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9244",48088,48088,48088,70806,"1891-09-03","The Roanoke times","Roanoke","Va","https://articleextractor.org/pages//70806/vi_fawn_ver01/sn86071868/1891/09/03/ed-1/seq-1/0?user_id=6","sn86071868",1891,9,3,"ed-1","Roanoke,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9245",48089,48089,48089,70807,"1891-11-14","The Roanoke times","Roanoke","Va","https://articleextractor.org/pages//70807/vi_fawn_ver01/sn86071868/1891/11/14/ed-1/seq-1/0?user_id=6","sn86071868",1891,11,14,"ed-1","Roanoke,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9246",48090,48090,48090,70808,"1892-03-20","The Roanoke times","Roanoke","Va","https://articleextractor.org/pages//70808/vi_fawn_ver01/sn86071868/1892/03/20/ed-1/seq-1/0?user_id=6","sn86071868",1892,3,20,"ed-1","Roanoke,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9247",48091,48091,48091,70809,"1892-03-30","The Roanoke times","Roanoke","Va","https://articleextractor.org/pages//70809/vi_fawn_ver01/sn86071868/1892/03/30/ed-1/seq-1/0?user_id=6","sn86071868",1892,3,30,"ed-1","Roanoke,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9248",48092,48092,48092,70810,"1892-02-14","The Roanoke times","Roanoke","Va","https://articleextractor.org/pages//70810/vi_fawn_ver01/sn86071868/1892/02/14/ed-1/seq-1/0?user_id=6","sn86071868",1892,2,14,"ed-1","Roanoke,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9249",48093,48093,48093,70811,"1901-06-02","The times","Richmond","Va","https://articleextractor.org/pages//70811/vi_felix_ver01/sn85034438/1901/06/02/ed-1/seq-9/0?user_id=6","sn85034438",1901,6,2,"ed-1","Richmond,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9250",48094,48094,48094,70812,"1901-06-01","The times","Richmond","Va","https://articleextractor.org/pages//70812/vi_felix_ver01/sn85034438/1901/06/01/ed-1/seq-1/0?user_id=6","sn85034438",1901,6,1,"ed-1","Richmond,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9251",48095,48095,48095,70813,"1891-07-15","The Roanoke times","Roanoke","Va","https://articleextractor.org/pages//70813/vi_fawn_ver01/sn86071868/1891/07/15/ed-1/seq-1/0?user_id=6","sn86071868",1891,7,15,"ed-1","Roanoke,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9252",48096,48096,48096,70814,"1901-07-03","The times","Richmond","Va","https://articleextractor.org/pages//70814/vi_felix_ver01/sn85034438/1901/07/03/ed-1/seq-1/0?user_id=6","sn85034438",1901,7,3,"ed-1","Richmond,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9253",48097,48097,48097,70815,"1891-07-26","The Roanoke times","Roanoke","Va","https://articleextractor.org/pages//70815/vi_fawn_ver01/sn86071868/1891/07/26/ed-1/seq-1/0?user_id=6","sn86071868",1891,7,26,"ed-1","Roanoke,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9254",48098,48098,48098,70816,"1901-06-20","The times","Richmond","Va","https://articleextractor.org/pages//70816/vi_felix_ver01/sn85034438/1901/06/20/ed-1/seq-6/0?user_id=6","sn85034438",1901,6,20,"ed-1","Richmond,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9255",48099,48099,48099,70822,"1901-08-20","The times","Richmond","Va","https://articleextractor.org/pages//70822/vi_felix_ver01/sn85034438/1901/08/20/ed-1/seq-3/0?user_id=6","sn85034438",1901,8,20,"ed-1","Richmond,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9256",48100,48100,48100,70823,"1901-06-30","The times","Richmond","Va","https://articleextractor.org/pages//70823/vi_felix_ver01/sn85034438/1901/06/30/ed-1/seq-24/0?user_id=6","sn85034438",1901,6,30,"ed-1","Richmond,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9257",48101,48101,48101,70824,"1901-07-28","The times","Richmond","Va","https://articleextractor.org/pages//70824/vi_felix_ver01/sn85034438/1901/07/28/ed-1/seq-8/0?user_id=6","sn85034438",1901,7,28,"ed-1","Richmond,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9258",48102,48102,48102,70825,"1901-08-13","The times","Richmond","Va","https://articleextractor.org/pages//70825/vi_felix_ver01/sn85034438/1901/08/13/ed-1/seq-5/0?user_id=6","sn85034438",1901,8,13,"ed-1","Richmond,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9259",48103,48103,48103,70826,"1892-03-10","The Roanoke times","Roanoke","Va","https://articleextractor.org/pages//70826/vi_fawn_ver01/sn86071868/1892/03/10/ed-1/seq-1/0?user_id=6","sn86071868",1892,3,10,"ed-1","Roanoke,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9260",48104,48104,48104,70827,"1901-09-12","The times","Richmond","Va","https://articleextractor.org/pages//70827/vi_felix_ver01/sn85034438/1901/09/12/ed-1/seq-8/0?user_id=6","sn85034438",1901,9,12,"ed-1","Richmond,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9261",48105,48105,48105,70828,"1901-04-04","The times","Richmond","Va","https://articleextractor.org/pages//70828/vi_felix_ver01/sn85034438/1901/04/04/ed-1/seq-1/0?user_id=6","sn85034438",1901,4,4,"ed-1","Richmond,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9262",48106,48106,48106,70829,"1901-09-25","The times","Richmond","Va","https://articleextractor.org/pages//70829/vi_felix_ver01/sn85034438/1901/09/25/ed-1/seq-3/0?user_id=6","sn85034438",1901,9,25,"ed-1","Richmond,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9263",48107,48107,48107,70830,"1901-07-09","The times","Richmond","Va","https://articleextractor.org/pages//70830/vi_felix_ver01/sn85034438/1901/07/09/ed-1/seq-4/0?user_id=6","sn85034438",1901,7,9,"ed-1","Richmond,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9264",48108,48108,48108,70831,"1901-08-28","The times","Richmond","Va","https://articleextractor.org/pages//70831/vi_felix_ver01/sn85034438/1901/08/28/ed-1/seq-1/0?user_id=6","sn85034438",1901,8,28,"ed-1","Richmond,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9265",48109,48109,48109,70832,"1903-01-20","The times","Richmond","Va","https://articleextractor.org/pages//70832/vi_felix_ver01/sn85034438/1903/01/20/ed-1/seq-7/0?user_id=6","sn85034438",1903,1,20,"ed-1","Richmond,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9266",48110,48110,48110,70833,"1901-09-09","The times","Richmond","Va","https://articleextractor.org/pages//70833/vi_felix_ver01/sn85034438/1901/09/09/ed-1/seq-2/0?user_id=6","sn85034438",1901,9,9,"ed-1","Richmond,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9267",48111,48111,48111,70834,"1901-05-21","The times","Richmond","Va","https://articleextractor.org/pages//70834/vi_felix_ver01/sn85034438/1901/05/21/ed-1/seq-4/0?user_id=6","sn85034438",1901,5,21,"ed-1","Richmond,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9268",48112,48112,48112,70835,"1901-09-11","The times","Richmond","Va","https://articleextractor.org/pages//70835/vi_felix_ver01/sn85034438/1901/09/11/ed-1/seq-4/0?user_id=6","sn85034438",1901,9,11,"ed-1","Richmond,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9269",48113,48113,48113,70836,"1901-09-26","The times","Richmond","Va","https://articleextractor.org/pages//70836/vi_felix_ver01/sn85034438/1901/09/26/ed-1/seq-3/0?user_id=6","sn85034438",1901,9,26,"ed-1","Richmond,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9270",48114,48114,48114,70837,"1873-08-21","Alexandria gazette","Alexandria","D.C","https://articleextractor.org/pages//70837/vi_fezza_ver01/sn85025007/1873/08/21/ed-1/seq-2/0?user_id=6","sn85025007",1873,8,21,"ed-1","Alexandria,  D.C",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"DC"
"9271",48115,48115,48115,70838,"1901-08-21","The times","Richmond","Va","https://articleextractor.org/pages//70838/vi_felix_ver01/sn85034438/1901/08/21/ed-1/seq-1/0?user_id=6","sn85034438",1901,8,21,"ed-1","Richmond,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9272",48116,48116,48116,70839,"1903-01-03","The times","Richmond","Va","https://articleextractor.org/pages//70839/vi_felix_ver01/sn85034438/1903/01/03/ed-1/seq-4/0?user_id=6","sn85034438",1903,1,3,"ed-1","Richmond,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9273",48117,48117,48117,70840,"1901-08-03","The times","Richmond","Va","https://articleextractor.org/pages//70840/vi_felix_ver01/sn85034438/1901/08/03/ed-1/seq-1/0?user_id=6","sn85034438",1901,8,3,"ed-1","Richmond,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9274",48118,48118,48118,70841,"1874-07-21","Alexandria gazette","Alexandria","D.C","https://articleextractor.org/pages//70841/vi_fezza_ver01/sn85025007/1874/07/21/ed-1/seq-2/0?user_id=6","sn85025007",1874,7,21,"ed-1","Alexandria,  D.C",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"DC"
"9275",48119,48119,48119,70842,"1874-08-08","Alexandria gazette","Alexandria","D.C","https://articleextractor.org/pages//70842/vi_fezza_ver01/sn85025007/1874/08/08/ed-1/seq-2/0?user_id=6","sn85025007",1874,8,8,"ed-1","Alexandria,  D.C",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"DC"
"9276",48120,48120,48120,70843,"1874-07-28","Alexandria gazette","Alexandria","D.C","https://articleextractor.org/pages//70843/vi_fezza_ver01/sn85025007/1874/07/28/ed-1/seq-3/0?user_id=6","sn85025007",1874,7,28,"ed-1","Alexandria,  D.C",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"DC"
"9277",48121,48121,48121,70844,"1901-09-05","The times","Richmond","Va","https://articleextractor.org/pages//70844/vi_felix_ver01/sn85034438/1901/09/05/ed-1/seq-4/0?user_id=6","sn85034438",1901,9,5,"ed-1","Richmond,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9278",48122,48122,48122,70846,"1874-05-18","Alexandria gazette","Alexandria","D.C","https://articleextractor.org/pages//70846/vi_fezza_ver01/sn85025007/1874/05/18/ed-1/seq-2/0?user_id=6","sn85025007",1874,5,18,"ed-1","Alexandria,  D.C",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"DC"
"9279",48123,48123,48123,70847,"1872-02-07","Alexandria gazette","Alexandria","D.C","https://articleextractor.org/pages//70847/vi_fezza_ver01/sn85025007/1872/02/07/ed-1/seq-3/0?user_id=6","sn85025007",1872,2,7,"ed-1","Alexandria,  D.C",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"DC"
"9280",48124,48124,48124,70848,"1874-05-20","Alexandria gazette","Alexandria","D.C","https://articleextractor.org/pages//70848/vi_fezza_ver01/sn85025007/1874/05/20/ed-1/seq-2/0?user_id=6","sn85025007",1874,5,20,"ed-1","Alexandria,  D.C",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"DC"
"9281",48125,48125,48125,70849,"1875-05-08","Alexandria gazette","Alexandria","D.C","https://articleextractor.org/pages//70849/vi_fezza_ver01/sn85025007/1875/05/08/ed-1/seq-1/0?user_id=6","sn85025007",1875,5,8,"ed-1","Alexandria,  D.C",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"DC"
"9282",48126,48126,48126,70850,"1874-07-20","Alexandria gazette","Alexandria","D.C","https://articleextractor.org/pages//70850/vi_fezza_ver01/sn85025007/1874/07/20/ed-1/seq-1/0?user_id=6","sn85025007",1874,7,20,"ed-1","Alexandria,  D.C",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"DC"
"9283",48127,48127,48127,70851,"1875-03-23","Alexandria gazette","Alexandria","D.C","https://articleextractor.org/pages//70851/vi_fezza_ver01/sn85025007/1875/03/23/ed-1/seq-3/0?user_id=6","sn85025007",1875,3,23,"ed-1","Alexandria,  D.C",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"DC"
"9284",48128,48128,48128,70852,"1874-06-22","Alexandria gazette","Alexandria","D.C","https://articleextractor.org/pages//70852/vi_fezza_ver01/sn85025007/1874/06/22/ed-1/seq-3/0?user_id=6","sn85025007",1874,6,22,"ed-1","Alexandria,  D.C",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"DC"
"9285",48129,48129,48129,70854,"1872-09-06","Alexandria gazette","Alexandria","D.C","https://articleextractor.org/pages//70854/vi_fezza_ver01/sn85025007/1872/09/06/ed-1/seq-2/0?user_id=6","sn85025007",1872,9,6,"ed-1","Alexandria,  D.C",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"DC"
"9286",48132,48132,48132,70857,"1876-04-15","Alexandria gazette","Alexandria","D.C","https://articleextractor.org/pages//70857/vi_fezza_ver01/sn85025007/1876/04/15/ed-1/seq-2/0?user_id=6","sn85025007",1876,4,15,"ed-1","Alexandria,  D.C",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"DC"
"9287",48133,48133,48133,70858,"1876-12-01","Alexandria gazette","Alexandria","D.C","https://articleextractor.org/pages//70858/vi_fezza_ver01/sn85025007/1876/12/01/ed-1/seq-2/0?user_id=6","sn85025007",1876,12,1,"ed-1","Alexandria,  D.C",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"DC"
"9288",48134,48134,48134,70859,"1871-07-13","The Daily state journal","Alexandria","Va","https://articleextractor.org/pages//70859/vi_forego_ver01/sn84024670/1871/07/13/ed-1/seq-1/0?user_id=6","sn84024670",1871,7,13,"ed-1","Alexandria,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9289",48135,48135,48135,70860,"1871-11-04","The Daily state journal","Alexandria","Va","https://articleextractor.org/pages//70860/vi_forego_ver01/sn84024670/1871/11/04/ed-1/seq-4/0?user_id=6","sn84024670",1871,11,4,"ed-1","Alexandria,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9290",48136,48136,48136,70861,"1871-08-30","The Daily state journal","Alexandria","Va","https://articleextractor.org/pages//70861/vi_forego_ver01/sn84024670/1871/08/30/ed-1/seq-1/0?user_id=6","sn84024670",1871,8,30,"ed-1","Alexandria,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
"9291",48137,48137,48137,70862,"1871-11-20","The Daily state journal","Alexandria","Va","https://articleextractor.org/pages//70862/vi_forego_ver01/sn84024670/1871/11/20/ed-1/seq-1/0?user_id=6","sn84024670",1871,11,20,"ed-1","Alexandria,  Va",NA,"2023-09-02 00:25:25",0,0,0,0,NA,NA,"VA"
