word1,word2,word3,n,decade
a,little,girl,5,1880
a,man,who,5,1880
a,mob,was,5,1880
a,negro,in,5,1880
a,reward,of,5,1880
a,rope,around,5,1880
a,telegraph,pole,5,1880
a,young,man,5,1880
about,a,mile,5,1880
about,his,neck,5,1880
action,of,the,5,1880
an,armed,mob,5,1880
an,inmate,of,5,1880
and,after,a,5,1880
and,his,body,5,1880
and,in,his,5,1880
and,in,the,5,1880
and,killed,a,5,1880
and,lynched,by,5,1880
and,lynched,the,5,1880
and,returned,to,5,1880
and,strung,him,5,1880
and,taken,to,5,1880
and,the,citizens,5,1880
and,there,is,5,1880
and,will,be,5,1880
assault,upon,a,5,1880
at,11,o'clock,5,1880
at,the,end,5,1880
at,the,hands,5,1880
be,made,to,5,1880
been,lynched,by,5,1880
burned,to,death,5,1880
but,it,was,5,1880
but,they,were,5,1880
by,the,sheriff,5,1880
cause,of,the,5,1880
character,of,the,5,1880
court,house,yard,5,1880
daughter,of,a,5,1880
distance,from,the,5,1880
door,of,the,5,1880
editor,of,the,5,1880
engaged,in,the,5,1880
for,an,attempt,5,1880
found,in,a,5,1880
from,the,county,5,1880
from,the,sheriff,5,1880
guilty,of,murder,5,1880
had,anything,to,5,1880
had,been,in,5,1880
have,been,lynched,5,1880
have,been,made,5,1880
he,and,his,5,1880
he,is,a,5,1880
here,this,morning,5,1880
him,and,his,5,1880
him,in,charge,5,1880
him,on,the,5,1880
his,body,was,5,1880
his,body,with,5,1880
i,do,not,5,1880
implicated,in,the,5,1880
in,favor,of,5,1880
in,the,county,5,1880
in,the,second,5,1880
in,the,woods,5,1880
in,the,yard,5,1880
in,this,case,5,1880
into,the,house,5,1880
into,the,woods,5,1880
is,stated,that,5,1880
it,is,feared,5,1880
it,is,reported,5,1880
it,was,a,5,1880
it,was,his,5,1880
jail,and,hanged,5,1880
jailer,and,his,5,1880
jones,a,negro,5,1880
little,town,of,5,1880
lynch,law,in,5,1880
lynching,a,negro,5,1880
many,of,the,5,1880
meted,out,to,5,1880
mob,who,will,5,1880
murder,of,mrs,5,1880
night,for,the,5,1880
not,in,the,5,1880
of,his,own,5,1880
of,judge,lynch,5,1880
of,murder,in,5,1880
of,the,country,5,1880
of,the,dead,5,1880
of,the,james,5,1880
of,the,recent,5,1880
of,the,the,5,1880
of,the,year,5,1880
of,town,and,5,1880
on,a,charge,5,1880
on,the,19th,5,1880
on,the,1st,5,1880
on,the,20th,5,1880
on,the,4th,5,1880
on,the,head,5,1880
on,the,morning,5,1880
on,the,way,5,1880
out,to,the,5,1880
placed,in,jail,5,1880
returned,a,verdict,5,1880
saying,that,he,5,1880
shot,dead,by,5,1880
son,of,one,5,1880
soon,as,the,5,1880
special,says,a,5,1880
states,that,the,5,1880
supposed,to,have,5,1880
taken,by,a,5,1880
that,the,colored,5,1880
the,action,of,5,1880
the,bodies,of,5,1880
the,case,and,5,1880
the,cause,of,5,1880
the,close,of,5,1880
the,coroner's,jury,5,1880
the,county,jail,5,1880
the,county,the,5,1880
the,court,room,5,1880
the,crime,of,5,1880
the,daughter,of,5,1880
the,door,and,5,1880
the,door,of,5,1880
the,father,of,5,1880
the,hanging,of,5,1880
the,indian,territory,5,1880
the,matter,of,5,1880
the,men,who,5,1880
the,mob,was,5,1880
the,murder,and,5,1880
the,name,of,5,1880
the,negroes,are,5,1880
the,neighborhood,of,5,1880
the,news,and,5,1880
the,other,day,5,1880
the,other,night,5,1880
the,people,are,5,1880
the,recent,lynching,5,1880
the,rest,of,5,1880
the,same,time,5,1880
the,time,of,5,1880
the,vicinity,of,5,1880
there,would,be,5,1880
they,went,to,5,1880
this,morning,by,5,1880
this,morning,the,5,1880
three,negroes,lynched,5,1880
three,of,the,5,1880
to,death,and,5,1880
to,death,by,5,1880
to,one,of,5,1880
to,rape,a,5,1880
to,say,that,5,1880
to,the,last,5,1880
to,the,murder,5,1880
to,the,scene,5,1880
two,negroes,were,5,1880
until,he,was,5,1880
up,to,the,5,1880
vicinity,of,the,5,1880
visited,the,jail,5,1880
was,lynched,on,5,1880
was,riddled,with,5,1880
was,sent,to,5,1880
was,strung,up,5,1880
was,that,of,5,1880
were,killed,and,5,1880
wheatno,2,red,5,1880
who,murdered,his,5,1880
with,a,knife,5,1880
with,a,man,5,1880
19th,of,last,4,1880
a,boy,named,4,1880
a,brother,of,4,1880
a,brute,lynched,4,1880
a,candidate,for,4,1880
a,day,or,4,1880
a,desperado,of,4,1880
a,few,miles,4,1880
a,large,number,4,1880
a,man,at,4,1880
a,man,of,4,1880
a,negro,woman,4,1880
a,notorious,character,4,1880
a,piece,of,4,1880
a,pistol,and,4,1880
a,posse,of,4,1880
a,tree,the,4,1880
a,week,ago,4,1880
a,wife,and,4,1880
a,young,white,4,1880
after,robbing,several,4,1880
an,account,of,4,1880
an,act,of,4,1880
an,attempt,was,4,1880
an,entrance,to,4,1880
and,a,mob,4,1880
and,another,outlaw,4,1880
and,at,once,4,1880
and,for,a,4,1880
and,gave,the,4,1880
and,hanged,and,4,1880
and,hanged,by,4,1880
and,hanged,from,4,1880
and,his,wife,4,1880
and,hung,from,4,1880
and,hung,to,4,1880
and,killed,the,4,1880
and,lodged,in,4,1880
and,one,of,4,1880
and,placed,in,4,1880
and,proceeded,to,4,1880
and,that,he,4,1880
and,the,two,4,1880
and,they,have,4,1880
and,thrown,into,4,1880
and,took,out,4,1880
and,upon,the,4,1880
and,when,the,4,1880
another,outlaw,named,4,1880
arrested,and,taken,4,1880
as,a,result,4,1880
at,10,o'clock,4,1880
at,a,dance,4,1880
at,an,early,4,1880
at,nebraska,city,4,1880
at,that,time,4,1880
at,the,same,4,1880
attack,on,the,4,1880
attempt,to,rape,4,1880
attempted,to,outrage,4,1880
be,that,of,4,1880
been,arrested,and,4,1880
been,sent,to,4,1880
believed,to,be,4,1880
body,in,a,4,1880
body,with,bullets,4,1880
by,a,body,4,1880
by,a,party,4,1880
by,his,own,4,1880
c,dec,30,4,1880
came,to,his,4,1880
charged,with,having,4,1880
committee,of,the,4,1880
complicity,in,the,4,1880
connection,with,the,4,1880
coroner's,jury,returned,4,1880
county,on,the,4,1880
cut,down,and,4,1880
day,of,the,4,1880
day,or,two,4,1880
dead,when,he,4,1880
death,and,the,4,1880
death,of,a,4,1880
description,of,the,4,1880
desperado,of,the,4,1880
did,not,have,4,1880
during,the,last,4,1880
early,this,morning,4,1880
efforts,of,the,4,1880
end,of,a,4,1880
father,of,the,4,1880
few,miles,from,4,1880
for,a,long,4,1880
for,assaulting,a,4,1880
for,safe,keeping,4,1880
from,ear,to,4,1880
gathered,in,the,4,1880
give,up,the,4,1880
going,to,the,4,1880
gone,to,the,4,1880
had,ravished,and,4,1880
hanged,for,the,4,1880
has,been,arrested,4,1880
has,been,in,4,1880
has,not,been,4,1880
have,killed,the,4,1880
he,and,another,4,1880
he,is,not,4,1880
he,left,her,4,1880
he,made,a,4,1880
he,said,that,4,1880
he,should,be,4,1880
he,was,shot,4,1880
he,went,to,4,1880
he,would,be,4,1880
him,with,a,4,1880
his,house,and,4,1880
his,life,and,4,1880
his,neck,he,4,1880
house,yard,and,4,1880
hundred,and,fifty,4,1880
hung,by,a,4,1880
hung,them,to,4,1880
i,have,a,4,1880
if,he,would,4,1880
imprisonment,for,life,4,1880
in,charge,of,4,1880
in,company,with,4,1880
in,connection,with,4,1880
in,jail,on,4,1880
in,order,that,4,1880
in,the,afternoon,4,1880
in,the,back,4,1880
in,the,community,4,1880
in,the,country,4,1880
in,the,first,4,1880
in,the,hands,4,1880
in,the,head,4,1880
in,the,little,4,1880
in,the,penitentiary,4,1880
in,the,river,4,1880
in,the,well,4,1880
in,the,world,4,1880
ing,of,the,4,1880
inmate,of,the,4,1880
is,in,a,4,1880
is,in,the,4,1880
is,not,known,4,1880
is,on,the,4,1880
is,one,of,4,1880
is,that,the,4,1880
it,appears,that,4,1880
it,is,that,4,1880
it,is,thought,4,1880
it,is,to,4,1880
it,was,expected,4,1880
it,was,in,4,1880
it,would,be,4,1880
jail,the,mob,4,1880
killed,the,child,4,1880
large,number,of,4,1880
led,to,the,4,1880
little,rock,ark,4,1880
lynch,law,is,4,1880
made,to,lynch,4,1880
masked,mob,of,4,1880
meeting,of,the,4,1880
member,of,the,4,1880
men,surrounded,the,4,1880
men,went,to,4,1880
miles,east,of,4,1880
miles,north,of,4,1880
mob,did,not,4,1880
mob,last,night,4,1880
mob,law,in,4,1880
mob,seized,him,4,1880
morning,a,mob,4,1880
murdered,by,a,4,1880
murdered,his,wife,4,1880
murderer,of,the,4,1880
murderer,was,lynched,4,1880
neal,and,craft,4,1880
negroes,in,the,4,1880
night,and,hanged,4,1880
night,he,was,4,1880
night,it,is,4,1880
no,clue,to,4,1880
oats,no,2,4,1880
of,a,colored,4,1880
of,all,the,4,1880
of,armed,men,4,1880
of,last,month,4,1880
of,law,and,4,1880
of,lynch,law,4,1880
of,one,hundred,4,1880
of,the,accused,4,1880
of,the,assault,4,1880
of,the,community,4,1880
of,the,gang,4,1880
of,the,lungs,4,1880
of,the,man,4,1880
of,the,murderer,4,1880
of,the,people,4,1880
of,the,two,4,1880
of,those,who,4,1880
officers,of,the,4,1880
on,friday,night,4,1880
on,saturday,night,4,1880
on,the,11th,4,1880
on,the,25th,4,1880
on,the,28th,4,1880
on,the,9th,4,1880
on,the,bank,4,1880
on,the,jail,4,1880
on,the,opposite,4,1880
on,the,road,4,1880
on,the,streets,4,1880
on,wednesday,night,4,1880
on,which,the,4,1880
open,the,doors,4,1880
ought,to,be,4,1880
out,and,hanged,4,1880
out,of,a,4,1880
out,of,town,4,1880
outskirts,of,the,4,1880
particulars,of,the,4,1880
party,of,masked,4,1880
party,of,men,4,1880
placed,around,his,4,1880
presence,of,the,4,1880
president,of,the,4,1880
process,of,the,4,1880
protested,his,innocence,4,1880
ravished,and,horribly,4,1880
riddled,his,body,4,1880
safely,lodged,in,4,1880
said,he,was,4,1880
said,it,was,4,1880
sarah,graham,was,4,1880
sentenced,to,be,4,1880
she,had,been,4,1880
shortly,after,midnight,4,1880
shot,in,the,4,1880
shot,through,the,4,1880
should,have,been,4,1880
so,far,as,4,1880
taken,out,of,4,1880
that,of,the,4,1880
that,the,law,4,1880
that,there,is,4,1880
that,they,had,4,1880
the,19th,of,4,1880
the,absence,of,4,1880
the,affair,and,4,1880
the,arrest,of,4,1880
the,ball,entering,4,1880
the,body,in,4,1880
the,building,were,4,1880
the,city,of,4,1880
the,day,of,4,1880
the,first,national,4,1880
the,former,was,4,1880
the,front,room,4,1880
the,guard,and,4,1880
the,influence,of,4,1880
the,jail,took,4,1880
the,life,of,4,1880
the,little,town,4,1880
the,lynchers,and,4,1880
the,lynching,the,4,1880
the,lynching,was,4,1880
the,members,of,4,1880
the,mob,had,4,1880
the,mob,started,4,1880
the,mob,that,4,1880
the,murdered,man,4,1880
the,murderer,and,4,1880
the,names,of,4,1880
the,negro,and,4,1880
the,neighborhood,was,4,1880
the,new,york,4,1880
the,past,two,4,1880
the,person,of,4,1880
the,prisoners,were,4,1880
the,river,he,4,1880
the,river,was,4,1880
the,side,of,4,1880
the,son,of,4,1880
the,south,and,4,1880
the,story,of,4,1880
the,town,and,4,1880
the,trial,of,4,1880
the,victim,was,4,1880
the,water,is,4,1880
the,woman,was,4,1880
the,work,of,4,1880
their,own,hands,4,1880
them,to,the,4,1880
there,is,great,4,1880
they,said,they,4,1880
they,shot,and,4,1880
they,were,met,4,1880
this,city,for,4,1880
thought,that,the,4,1880
tion,of,the,4,1880
to,a,beam,4,1880
to,arrest,him,4,1880
to,be,that,4,1880
to,burglarize,the,4,1880
to,do,so,4,1880
to,do,with,4,1880
to,give,up,4,1880
to,go,in,4,1880
to,go,to,4,1880
to,his,death,4,1880
to,leave,the,4,1880
to,lynch,a,4,1880
to,make,a,4,1880
to,see,a,4,1880
to,the,effect,4,1880
to,the,floor,4,1880
to,the,limb,4,1880
to,the,penitentiary,4,1880
to,this,city,4,1880
tried,to,get,4,1880
two,weeks,ago,4,1880
up,a,tree,4,1880
va,may,2,4,1880
verdict,of,the,4,1880
walked,down,the,4,1880
was,a,desperado,4,1880
was,a,large,4,1880
was,at,once,4,1880
was,lynched,near,4,1880
was,lynched,today,4,1880
was,made,by,4,1880
was,supposed,to,4,1880
way,to,school,4,1880
went,into,the,4,1880
went,to,his,4,1880
were,burned,to,4,1880
were,hanged,by,4,1880
were,lynched,in,4,1880
were,met,by,4,1880
were,on,the,4,1880
when,he,left,4,1880
when,he,was,4,1880
when,it,was,4,1880
when,the,rope,4,1880
where,they,were,4,1880
which,had,been,4,1880
which,he,had,4,1880
which,is,now,4,1880
which,they,shot,4,1880
while,he,was,4,1880
whites,and,blacks,4,1880
who,shot,and,4,1880
who,was,acquitted,4,1880
whom,he,had,4,1880
wife,and,child,4,1880
will,be,the,4,1880
with,a,club,4,1880
with,a,hatchet,4,1880
with,a,revolver,4,1880
women,and,children,4,1880
wounded,in,the,4,1880
years,ago,and,4,1880
years,in,the,4,1880
years,old,and,4,1880
years,old,was,4,1880
"1,000",reward,to,3,1880
17,the,steamer,3,1880
25,a,special,3,1880
a,beam,in,3,1880
a,bucket,of,3,1880
a,case,of,3,1880
a,coat,of,3,1880
a,colored,girl,3,1880
a,condition,of,3,1880
a,couple,of,3,1880
a,crime,was,3,1880
a,deputy,sheriff,3,1880
a,farmer,living,3,1880
a,few,years,3,1880
a,fit,of,3,1880
a,great,deal,3,1880
a,horrible,crime,3,1880
a,hundred,men,3,1880
a,justice,of,3,1880
a,large,drug,3,1880
a,little,while,3,1880
a,long,time,3,1880
a,lot,of,3,1880
a,mob,last,3,1880
a,mob,on,3,1880
a,mob,took,3,1880
a,negro,climbed,3,1880
a,negro,soldier,3,1880
a,part,of,3,1880
a,prominent,citizen,3,1880
a,prominent,farmer,3,1880
a,result,of,3,1880
a,revolver,and,3,1880
a,rope,and,3,1880
a,rope,was,3,1880
a,score,of,3,1880
a,second,attempt,3,1880
a,sheriff's,posse,3,1880
a,state,of,3,1880
a,tree,a,3,1880
a,tree,at,3,1880
a,tree,on,3,1880
a,verdict,of,3,1880
a,warrant,for,3,1880
a,white,lady,3,1880
a,wife,murderer,3,1880
a,year,ago,3,1880
about,one,hundred,3,1880
about,two,weeks,3,1880
acquainted,with,the,3,1880
acquitted,of,murder,3,1880
affair,and,the,3,1880
after,the,murder,3,1880
after,which,he,3,1880
all,of,the,3,1880
all,sorts,of,3,1880
all,the,more,3,1880
all,this,and,3,1880
allowed,to,go,3,1880
an,assault,upon,3,1880
an,early,hour,3,1880
an,infuriated,mob,3,1880
an,old,negro,3,1880
and,a,few,3,1880
and,after,the,3,1880
and,all,the,3,1880
and,as,soon,3,1880
and,as,the,3,1880
and,attempted,to,3,1880
and,blacks,held,3,1880
and,conviction,of,3,1880
and,cut,down,3,1880
and,demanded,the,3,1880
and,during,the,3,1880
and,hanged,for,3,1880
and,hanged,on,3,1880
and,he,confessed,3,1880
and,he,had,3,1880
and,he,made,3,1880
and,his,chum,3,1880
and,his,hands,3,1880
and,horribly,maltreated,3,1880
and,hung,last,3,1880
and,hung,them,3,1880
and,is,the,3,1880
and,lynch,law,3,1880
and,lynched,he,3,1880
and,lynched,them,3,1880
and,many,of,3,1880
and,no,one,3,1880
and,not,a,3,1880
and,one,in,3,1880
and,received,the,3,1880
and,riddled,his,3,1880
and,riddled,with,3,1880
and,saw,the,3,1880
and,shot,to,3,1880
and,the,crowd,3,1880
and,the,evidence,3,1880
and,the,excitement,3,1880
and,the,men,3,1880
and,the,negroes,3,1880
and,the,whole,3,1880
and,there,was,3,1880
and,there,were,3,1880
and,threw,the,3,1880
and,took,him,3,1880
and,took,therefrom,3,1880
and,tried,to,3,1880
and,was,shot,3,1880
and,was,the,3,1880
and,went,to,3,1880
and,wife,were,3,1880
and,with,a,3,1880
any,details,of,3,1880
any,of,the,3,1880
anything,to,say,3,1880
appeared,at,the,3,1880
appeared,on,the,3,1880
april,30,a,3,1880
are,allowed,to,3,1880
around,the,jail,3,1880
arrived,from,the,3,1880
as,he,said,3,1880
as,one,of,3,1880
as,that,of,3,1880
as,they,were,3,1880
as,to,his,3,1880
as,to,make,3,1880
asked,him,to,3,1880
asked,if,he,3,1880
assault,on,the,3,1880
assaulted,an,aged,3,1880
at,7,o'clock,3,1880
at,el,paso,3,1880
at,fort,shaw,3,1880
at,the,first,3,1880
at,the,point,3,1880
at,the,pratt,3,1880
at,the,trial,3,1880
at,windsor,n,3,1880
attempted,rape,on,3,1880
attend,to,their,3,1880
back,to,the,3,1880
balls,in,body,3,1880
battered,down,the,3,1880
be,in,a,3,1880
be,lynched,if,3,1880
be,one,of,3,1880
be,remembered,that,3,1880
be,sent,to,3,1880
beam,in,the,3,1880
bed,in,the,3,1880
been,said,that,3,1880
bell,and,jamison,3,1880
bern,during,which,3,1880
birmingham,ala,dec,3,1880
blacks,held,a,3,1880
body,of,a,3,1880
body,of,armed,3,1880
body,of,masked,3,1880
body,of,men,3,1880
body,was,cut,3,1880
body,was,riddled,3,1880
broke,open,the,3,1880
brutally,assaulted,an,3,1880
bucket,of,water,3,1880
burchard,lukes,in,3,1880
burchard,son,of,3,1880
burst,into,flames,3,1880
but,could,not,3,1880
but,the,boy,3,1880
but,the,river,3,1880
but,the,rope,3,1880
but,thought,her,3,1880
by,a,band,3,1880
by,an,armed,3,1880
by,an,infuriated,3,1880
by,one,of,3,1880
by,some,of,3,1880
by,the,name,3,1880
by,the,president,3,1880
by,the,same,3,1880
by,unknown,persons,3,1880
called,to,his,3,1880
came,into,the,3,1880
came,to,her,3,1880
came,to,the,3,1880
candidate,for,congress,3,1880
carried,him,to,3,1880
carried,to,the,3,1880
cell,and,hanged,3,1880
charge,of,murder,3,1880
child,but,thought,3,1880
child,is,not,3,1880
city,marshal,of,3,1880
city,this,morning,3,1880
claims,to,have,3,1880
climbed,up,a,3,1880
close,of,the,3,1880
colored,masons,to,3,1880
columbia,s,c,3,1880
committed,the,crime,3,1880
company,with,his,3,1880
confessed,his,guilt,3,1880
confessed,saying,that,3,1880
confessed,that,he,3,1880
could,not,have,3,1880
country,for,the,3,1880
county,a,few,3,1880
county,last,night,3,1880
courts,of,justice,3,1880
covered,with,blood,3,1880
crime,for,which,3,1880
crowd,of,100,3,1880
daughter,of,james,3,1880
death,with,a,3,1880
declared,that,he,3,1880
delays,of,the,3,1880
did,not,know,3,1880
died,from,the,3,1880
died,in,a,3,1880
died,last,night,3,1880
direction,of,the,3,1880
do,with,the,3,1880
dolly,woods,a,3,1880
down,to,the,3,1880
during,the,past,3,1880
during,the,year,3,1880
during,which,they,3,1880
