...1,word1,word2,n,decade,x
1,NA,NA,206,pre1850s,NA NA
2,lynch,law,58,pre1850s,lynch law
3,san,francisco,7,pre1850s,san francisco
4,st,louis,7,pre1850s,st louis
5,hourly,occurrence,5,pre1850s,hourly occurrence
6,sir,robert,5,pre1850s,sir robert
7,dear,sir,4,pre1850s,dear sir
8,distressing,condition,4,pre1850s,distressing condition
9,hundred,dollars,4,pre1850s,hundred dollars
10,judge,lynch,4,pre1850s,judge lynch
11,lynch,law.the,4,pre1850s,lynch law.the
12,north,south,4,pre1850s,north south
13,provisional,government,4,pre1850s,provisional government
14,twenty,murders,4,pre1850s,twenty murders
15,"15,000",souls,3,pre1850s,"15,000 souls"
16,aquilla,barnes,3,pre1850s,aquilla barnes
17,arrival,occurs,3,pre1850s,arrival occurs
18,col,turk,3,pre1850s,col turk
19,dissatisfaction,exists,3,pre1850s,dissatisfaction exists
20,ensuing,summer,3,pre1850s,ensuing summer
21,hundred,lashes,3,pre1850s,hundred lashes
22,law,sixty,3,pre1850s,law sixty
23,lynch,law.on,3,pre1850s,lynch law.on
24,poorer,inhabitants,3,pre1850s,poorer inhabitants
25,revenue,laws,3,pre1850s,revenue laws
26,robert,peel,3,pre1850s,robert peel
27,united,kingdom,3,pre1850s,united kingdom
28,volunteer,companies,3,pre1850s,volunteer companies
29,white,population,3,pre1850s,white population
30,white,river,3,pre1850s,white river
31,york,dated,3,pre1850s,york dated
32,10th,inst,2,pre1850s,10th inst
33,12,o'clock,2,pre1850s,12 o'clock
34,25,1848,2,pre1850s,25 1848
35,28th,ult,2,pre1850s,28th ult
36,3d,inst,2,pre1850s,3d inst
37,active,search,2,pre1850s,active search
38,aged,father,2,pre1850s,aged father
39,alarmed,separated,2,pre1850s,alarmed separated
40,american,naval,2,pre1850s,american naval
41,american,navy,2,pre1850s,american navy
42,american,seamen,2,pre1850s,american seamen
43,american,union,2,pre1850s,american union
44,barnes,son,2,pre1850s,barnes son
45,black,fellow,2,pre1850s,black fellow
46,british,journalists,2,pre1850s,british journalists
47,british,law,2,pre1850s,british law
48,british,officer,2,pre1850s,british officer
49,british,soldier,2,pre1850s,british soldier
50,cadiz,november,2,pre1850s,cadiz november
51,camelford,shot,2,pre1850s,camelford shot
52,capturing,27,2,pre1850s,capturing 27
53,caught,hold,2,pre1850s,caught hold
54,caught,stealing,2,pre1850s,caught stealing
55,cold,blood,2,pre1850s,cold blood
56,colonel,turk,2,pre1850s,colonel turk
57,colored,people,2,pre1850s,colored people
58,commodore,jones,2,pre1850s,commodore jones
59,considerable,sum,2,pre1850s,considerable sum
60,cotton,elliot,2,pre1850s,cotton elliot
61,county,mo,2,pre1850s,county mo
62,dated,cadiz,2,pre1850s,dated cadiz
63,days,succeeded,2,pre1850s,days succeeded
64,de,joinville,2,pre1850s,de joinville
65,de,kalb,2,pre1850s,de kalb
66,de,mon,2,pre1850s,de mon
67,dead,bodies,2,pre1850s,dead bodies
68,december,25,2,pre1850s,december 25
69,english,officer,2,pre1850s,english officer
70,exchange,office,2,pre1850s,exchange office
71,excitement,prevails,2,pre1850s,excitement prevails
72,feb,13,2,pre1850s,feb 13
73,ferry,boat,2,pre1850s,ferry boat
74,foreign,countries,2,pre1850s,foreign countries
75,foreign,mints,2,pre1850s,foreign mints
76,francisco,california,2,pre1850s,francisco california
77,gaining,ground,2,pre1850s,gaining ground
78,gold,mines,2,pre1850s,gold mines
79,grand,jury,2,pre1850s,grand jury
80,guilty,parties,2,pre1850s,guilty parties
81,henderson,county,2,pre1850s,henderson county
82,horse,stealing,2,pre1850s,horse stealing
83,horse,thieves,2,pre1850s,horse thieves
84,hugh,cotton,2,pre1850s,hugh cotton
85,hull,dispensed,2,pre1850s,hull dispensed
86,inst,phillips,2,pre1850s,inst phillips
87,instant,death,2,pre1850s,instant death
88,irregular,proceedings,2,pre1850s,irregular proceedings
89,james,barnes,2,pre1850s,james barnes
90,je,suis,2,pre1850s,je suis
91,jefferson,county,2,pre1850s,jefferson county
92,jesus,christ,2,pre1850s,jesus christ
93,joe,merritt,2,pre1850s,joe merritt
94,lieutenant,dead,2,pre1850s,lieutenant dead
95,lord,camelford,2,pre1850s,lord camelford
96,louis,napoleon,2,pre1850s,louis napoleon
97,lower,classes,2,pre1850s,lower classes
98,ly,executed,2,pre1850s,ly executed
99,lynch,lawabolitionists,2,pre1850s,lynch lawabolitionists
100,mary,ellen,2,pre1850s,mary ellen
101,mayor's,office,2,pre1850s,mayor's office
102,merchant,finding,2,pre1850s,merchant finding
103,mexican,authorities,2,pre1850s,mexican authorities
104,mississippi,river,2,pre1850s,mississippi river
105,mob,hung,2,pre1850s,mob hung
106,mob,violence,2,pre1850s,mob violence
107,murderthus,blasting,2,pre1850s,murderthus blasting
108,named,counties,2,pre1850s,named counties
109,november,13,2,pre1850s,november 13
110,numerous,gang,2,pre1850s,numerous gang
111,official,papers,2,pre1850s,official papers
112,ohio,canal,2,pre1850s,ohio canal
113,ounce,troy,2,pre1850s,ounce troy
114,outrages,murders,2,pre1850s,outrages murders
115,pollock,hugh,2,pre1850s,pollock hugh
116,popular,local,2,pre1850s,popular local
117,post,office,2,pre1850s,post office
118,prince,de,2,pre1850s,prince de
119,public,opinion,2,pre1850s,public opinion
120,pulling,themperhaps,2,pre1850s,pulling themperhaps
121,questionable,legality,2,pre1850s,questionable legality
122,relay,magnets,2,pre1850s,relay magnets
123,rio,grande,2,pre1850s,rio grande
124,river,landing,2,pre1850s,river landing
125,river,opposite,2,pre1850s,river opposite
126,robert,hunter,2,pre1850s,robert hunter
127,runaway,race,2,pre1850s,runaway race
128,set,adrift,2,pre1850s,set adrift
129,ship,mary,2,pre1850s,ship mary
130,shocking,outrages,2,pre1850s,shocking outrages
131,short,time,2,pre1850s,short time
132,sixty,miles,2,pre1850s,sixty miles
133,somers,stewart,2,pre1850s,somers stewart
134,south,carolina,2,pre1850s,south carolina
135,squire,forrer,2,pre1850s,squire forrer
136,stewart,jones,2,pre1850s,stewart jones
137,struggling,victim,2,pre1850s,struggling victim
138,summary,manner,2,pre1850s,summary manner
139,tastes,run,2,pre1850s,tastes run
140,ten,thousand,2,pre1850s,ten thousand
141,time,past,2,pre1850s,time past
142,trading,flat,2,pre1850s,trading flat
143,tuesday,night,2,pre1850s,tuesday night
144,uncommon,speed,2,pre1850s,uncommon speed
145,united,service,2,pre1850s,united service
146,van,buren,2,pre1850s,van buren
147,vera,cruz,2,pre1850s,vera cruz
148,wednesday,morning,2,pre1850s,wednesday morning
149,wild,cherry,2,pre1850s,wild cherry
150,willis,pollock,2,pre1850s,willis pollock
151,wind,howled,2,pre1850s,wind howled
152,winnebago,counties,2,pre1850s,winnebago counties
153,wistar's,balsam,2,pre1850s,wistar's balsam
154,wrathful,wind,2,pre1850s,wrathful wind
155,york,joe,2,pre1850s,york joe
156,0,horrible,1,pre1850s,0 horrible
157,000,twothirds,1,pre1850s,000 twothirds
158,1,apiece,1,pre1850s,1 apiece
159,"1,500",persons,1,pre1850s,"1,500 persons"
160,"1,500",worth,1,pre1850s,"1,500 worth"
161,1.000,dence,1,pre1850s,1.000 dence
162,1.500,lieved,1,pre1850s,1.500 lieved
163,10,1815,1,pre1850s,10 1815
164,100,vessels,1,pre1850s,100 vessels
165,10th,instant,1,pre1850s,10th instant
166,11th,inst,1,pre1850s,11th inst
167,13,7,1,pre1850s,13 7
168,150,lashes,1,pre1850s,150 lashes
169,16,1835,1,pre1850s,16 1835
170,16th,ult,1,pre1850s,16th ult
171,170,miles,1,pre1850s,170 miles
172,18,1846,1,pre1850s,18 1846
173,1832,3,1,pre1850s,1832 3
174,1844,5,1,pre1850s,1844 5
175,19th,inst,1,pre1850s,19th inst
176,2,1849,1,pre1850s,2 1849
177,2,o'clock,1,pre1850s,2 o'clock
178,20,armed,1,pre1850s,20 armed
179,20,lashes,1,pre1850s,20 lashes
180,20,miles,1,pre1850s,20 miles
181,20,murders,1,pre1850s,20 murders
182,"20,000",people,1,pre1850s,"20,000 people"
183,21st,ult,1,pre1850s,21st ult
184,22,loco,1,pre1850s,22 loco
185,22d,inst,1,pre1850s,22d inst
186,23d,ult,1,pre1850s,23d ult
187,25th,ult,1,pre1850s,25th ult
188,28th,inst,1,pre1850s,28th inst
189,29,1819,1,pre1850s,29 1819
190,2d,avenues,1,pre1850s,2d avenues
191,2d,instant,1,pre1850s,2d instant
192,3,4,1,pre1850s,3 4
193,3,children,1,pre1850s,3 children
194,"3,000",troops,1,pre1850s,"3,000 troops"
195,30,lashes,1,pre1850s,30 lashes
196,31,1835,1,pre1850s,31 1835
197,35,dollars,1,pre1850s,35 dollars
198,3d,instant,1,pre1850s,3d instant
199,40,miles,1,pre1850s,40 miles
200,"400,000",twothirds,1,pre1850s,"400,000 twothirds"
201,4th,infantry,1,pre1850s,4th infantry
202,4th,inst,1,pre1850s,4th inst
203,5,minuteswhen,1,pre1850s,5 minuteswhen
204,50,000,1,pre1850s,50 000
205,50,balle,1,pre1850s,50 balle
206,50,cents,1,pre1850s,50 cents
207,6,yoakum,1,pre1850s,6 yoakum
208,6000,occurred,1,pre1850s,6000 occurred
209,62,loco,1,pre1850s,62 loco
210,6th,instant,1,pre1850s,6th instant
211,75,persons,1,pre1850s,75 persons
212,7th,january,1,pre1850s,7th january
213,7th,stripped,1,pre1850s,7th stripped
214,9,o'clock,1,pre1850s,9 o'clock
215,9th,inst,1,pre1850s,9th inst
216,abin,pursoit,1,pre1850s,abin pursoit
217,abolition,anni,1,pre1850s,abolition anni
218,abolition,books,1,pre1850s,abolition books
219,abolition,convention,1,pre1850s,abolition convention
220,abolition,dens,1,pre1850s,abolition dens
221,abolition,incendiary,1,pre1850s,abolition incendiary
222,abolition,paper,1,pre1850s,abolition paper
223,abolition,publication,1,pre1850s,abolition publication
224,abolition,speeches,1,pre1850s,abolition speeches
225,abolitionists,elected,1,pre1850s,abolitionists elected
226,abominable,inferences,1,pre1850s,abominable inferences
227,abortive,attempt,1,pre1850s,abortive attempt
228,abroad,wealth,1,pre1850s,abroad wealth
229,abroad,whilst,1,pre1850s,abroad whilst
230,ac,acteristic,1,pre1850s,ac acteristic
231,accidental,reprieve,1,pre1850s,accidental reprieve
232,account,saysthey,1,pre1850s,account saysthey
233,accounts,consulting,1,pre1850s,accounts consulting
234,accurate,es,1,pre1850s,accurate es
235,accurate,estimates,1,pre1850s,accurate estimates
236,acter,complexion,1,pre1850s,acter complexion
237,acting,principal,1,pre1850s,acting principal
238,active,exert,1,pre1850s,active exert
239,actively,engaged,1,pre1850s,actively engaged
240,ad,lewistown,1,pre1850s,ad lewistown
241,adjacent,window,1,pre1850s,adjacent window
242,administered,bread,1,pre1850s,administered bread
243,administering,lynch,1,pre1850s,administering lynch
244,advance,coming,1,pre1850s,advance coming
245,affair,instantly,1,pre1850s,affair instantly
246,affluent,planter,1,pre1850s,affluent planter
247,affords,fresh,1,pre1850s,affords fresh
248,afloat,wyatt,1,pre1850s,afloat wyatt
249,afternoon,escorted,1,pre1850s,afternoon escorted
250,afternoon,fisher,1,pre1850s,afternoon fisher
251,afternoon,ladies,1,pre1850s,afternoon ladies
252,afternoon's,nap,1,pre1850s,afternoon's nap
253,aged,citizen,1,pre1850s,aged citizen
254,aged,whig,1,pre1850s,aged whig
255,agents,appearing,1,pre1850s,agents appearing
256,agility,added,1,pre1850s,agility added
257,al,agricultural,1,pre1850s,al agricultural
258,alabama,note,1,pre1850s,alabama note
259,alarmed,yesterday,1,pre1850s,alarmed yesterday
260,alarming,na,1,pre1850s,alarming na
261,albany,argus,1,pre1850s,albany argus
262,albany,held,1,pre1850s,albany held
263,albeit,daniel,1,pre1850s,albeit daniel
264,alexander,bailed,1,pre1850s,alexander bailed
265,alexandria,experiment,1,pre1850s,alexandria experiment
266,alive,thousand,1,pre1850s,alive thousand
267,alleged,murder,1,pre1850s,alleged murder
268,allen,haley,1,pre1850s,allen haley
269,allowed,children,1,pre1850s,allowed children
270,alluded,lynch,1,pre1850s,alluded lynch
271,amende,honorabic,1,pre1850s,amende honorabic
272,american,army,1,pre1850s,american army
273,american,consul,1,pre1850s,american consul
274,american,government,1,pre1850s,american government
275,american,lawa,1,pre1850s,american lawa
276,american,navies,1,pre1850s,american navies
277,american,people,1,pre1850s,american people
278,american,provinces,1,pre1850s,american provinces
279,american,rights,1,pre1850s,american rights
280,american,sentinel,1,pre1850s,american sentinel
281,american,slavery,1,pre1850s,american slavery
282,american,wheat,1,pre1850s,american wheat
283,amount,usual,1,pre1850s,amount usual
284,amply,adequate,1,pre1850s,amply adequate
285,amstown,grant,1,pre1850s,amstown grant
286,anarchy,misrule,1,pre1850s,anarchy misrule
287,andrew,mclough,1,pre1850s,andrew mclough
288,aneident,resulting,1,pre1850s,aneident resulting
289,angles,squares,1,pre1850s,angles squares
290,anni,french,1,pre1850s,anni french
291,annually,perused,1,pre1850s,annually perused
292,antislavery,advocate,1,pre1850s,antislavery advocate
293,antislavery,quacksthompson,1,pre1850s,antislavery quacksthompson
294,appeared,stupified,1,pre1850s,appeared stupified
295,appears,officia,1,pre1850s,appears officia
296,appears,officiated,1,pre1850s,appears officiated
297,appearsome,intelligent,1,pre1850s,appearsome intelligent
298,applying,lynch,1,pre1850s,applying lynch
299,apprehend,whigs,1,pre1850s,apprehend whigs
300,april,10,1,pre1850s,april 10
301,arbitrarily,dealt,1,pre1850s,arbitrarily dealt
302,archpersecutor,col,1,pre1850s,archpersecutor col
303,ard,county,1,pre1850s,ard county
304,argus,printed,1,pre1850s,argus printed
305,ari,ested,1,pre1850s,ari ested
306,ark,gazette,1,pre1850s,ark gazette
307,arkadene,viver,1,pre1850s,arkadene viver
308,arkansas,informs,1,pre1850s,arkansas informs
309,arkansas,paper,1,pre1850s,arkansas paper
310,arkansas,river,1,pre1850s,arkansas river
311,arranged,maryland,1,pre1850s,arranged maryland
312,arrest,deserters,1,pre1850s,arrest deserters
313,arrest.a,gentleman,1,pre1850s,arrest.a gentleman
314,arrested.we,learn,1,pre1850s,arrested.we learn
315,arrived,wyatt,1,pre1850s,arrived wyatt
316,arrives,runs,1,pre1850s,arrives runs
317,arsdale's,deposition,1,pre1850s,arsdale's deposition
318,article,vi,1,pre1850s,article vi
319,assemblage,held,1,pre1850s,assemblage held
320,astonishment,indignation,1,pre1850s,astonishment indignation
321,atlantic,cities,1,pre1850s,atlantic cities
322,atmospheric,electricity,1,pre1850s,atmospheric electricity
323,atonement,adjudged,1,pre1850s,atonement adjudged
324,atrocions,character,1,pre1850s,atrocions character
325,atrocious,murder,1,pre1850s,atrocious murder
326,atrocious,murders,1,pre1850s,atrocious murders
327,attempted,murder,1,pre1850s,attempted murder
328,attempting,niles,1,pre1850s,attempting niles
329,attended,anti,1,pre1850s,attended anti
330,attended,conventions,1,pre1850s,attended conventions
331,attending,delphia,1,pre1850s,attending delphia
332,auburn,april,1,pre1850s,auburn april
333,audacious,attempts,1,pre1850s,audacious attempts
334,audience,proved,1,pre1850s,audience proved
335,august,31,1,pre1850s,august 31
336,augustine,texas,1,pre1850s,augustine texas
337,awful,atonement,1,pre1850s,awful atonement
338,awful,description,1,pre1850s,awful description
339,awful,sin,1,pre1850s,awful sin
340,axe,struck,1,pre1850s,axe struck
341,bad,fever,1,pre1850s,bad fever
342,badly,lynched,1,pre1850s,badly lynched
343,bainbridge,lynched,1,pre1850s,bainbridge lynched
344,balance,due,1,pre1850s,balance due
345,ball,entering,1,pre1850s,ball entering
346,balle,weat,1,pre1850s,balle weat
347,ballot,elected,1,pre1850s,ballot elected
348,baltimore,clipper,1,pre1850s,baltimore clipper
349,baltimore,jail,1,pre1850s,baltimore jail
350,baltimore,july,1,pre1850s,baltimore july
351,barbaric,sentence,1,pre1850s,barbaric sentence
352,bare,suspicion,1,pre1850s,bare suspicion
353,barely,arrived,1,pre1850s,barely arrived
354,barnes,family,1,pre1850s,barnes family
355,barnes's,innocence,1,pre1850s,barnes's innocence
356,barney,bradford,1,pre1850s,barney bradford
357,bas,produced,1,pre1850s,bas produced
358,base,coin,1,pre1850s,base coin
359,base,means,1,pre1850s,base means
360,belgian,carrots,1,pre1850s,belgian carrots
361,bibtinued,standing,1,pre1850s,bibtinued standing
362,bid,bim,1,pre1850s,bid bim
363,billets,des,1,pre1850s,billets des
364,bim,prepare,1,pre1850s,bim prepare
365,birney's,intended,1,pre1850s,birney's intended
366,birth,song,1,pre1850s,birth song
367,bis,ballot,1,pre1850s,bis ballot
368,bis,hende,1,pre1850s,bis hende
369,bishland's,hands,1,pre1850s,bishland's hands
370,bishop,immediately,1,pre1850s,bishop immediately
371,bishop's,hands,1,pre1850s,bishop's hands
372,bisland's,planta,1,pre1850s,bisland's planta
373,bitter,persecution,1,pre1850s,bitter persecution
374,black,persons,1,pre1850s,black persons
375,blackguard,named,1,pre1850s,blackguard named
376,ble,citizens,1,pre1850s,ble citizens
377,ble,farms,1,pre1850s,ble farms
378,blithe,waterspirits,1,pre1850s,blithe waterspirits
379,blondthirsty,villains,1,pre1850s,blondthirsty villains
380,blood,cut,1,pre1850s,blood cut
381,blood,hung,1,pre1850s,blood hung
382,blood,wich,1,pre1850s,blood wich
383,blooded,butchery,1,pre1850s,blooded butchery
384,bloody,execution,1,pre1850s,bloody execution
385,bloody,fude,1,pre1850s,bloody fude
386,blue,laws,1,pre1850s,blue laws
387,bluff,honesty,1,pre1850s,bluff honesty
388,bo,parentnew,1,pre1850s,bo parentnew
389,boat,running,1,pre1850s,boat running
390,bodily,harm.great,1,pre1850s,bodily harm.great
391,body,found,1,pre1850s,body found
392,body,guard,1,pre1850s,body guard
393,body,pass,1,pre1850s,body pass
394,body,tarreded,1,pre1850s,body tarreded
395,bonds,agreeably,1,pre1850s,bonds agreeably
396,boon,county,1,pre1850s,boon county
397,bort,hackstaff,1,pre1850s,bort hackstaff
398,boston,common,1,pre1850s,boston common
399,boston,daily,1,pre1850s,boston daily
400,bourbon,coun,1,pre1850s,bourbon coun
401,bradford,formed,1,pre1850s,bradford formed
402,brazos,st,1,pre1850s,brazos st
403,breeding,mares,1,pre1850s,breeding mares
404,bridge,lynched,1,pre1850s,bridge lynched
405,bridge,pro,1,pre1850s,bridge pro
406,bright,eyes,1,pre1850s,bright eyes
407,bring,offenders,1,pre1850s,bring offenders
408,bringing,advices,1,pre1850s,bringing advices
409,british,naval,1,pre1850s,british naval
410,british,north,1,pre1850s,british north
411,british,parliament,1,pre1850s,british parliament
412,british,provinces,1,pre1850s,british provinces
413,british,sailors,1,pre1850s,british sailors
414,british,ship,1,pre1850s,british ship
415,british,soldiers,1,pre1850s,british soldiers
416,british,subjects,1,pre1850s,british subjects
417,brought,"150,000",1,pre1850s,"brought 150,000"
418,brought,sixty,1,pre1850s,brought sixty
419,brownsville,information,1,pre1850s,brownsville information
420,brutal,mandate,1,pre1850s,brutal mandate
421,brutal,treatment,1,pre1850s,brutal treatment
422,bsutally,treated,1,pre1850s,bsutally treated
423,building,act,1,pre1850s,building act
424,bullets,rattled,1,pre1850s,bullets rattled
425,buren,intelligencer,1,pre1850s,buren intelligencer
426,buren,locofocos,1,pre1850s,buren locofocos
427,burlington,succeeded,1,pre1850s,burlington succeeded
428,burns,cath,1,pre1850s,burns cath
429,butter,1,1,pre1850s,butter 1
430,butting,finally,1,pre1850s,butting finally
431,byard,body,1,pre1850s,byard body
432,cabinet,maker,1,pre1850s,cabinet maker
433,caddo,de,1,pre1850s,caddo de
434,cal,proof,1,pre1850s,cal proof
435,california,capt,1,pre1850s,california capt
436,call,lynch,1,pre1850s,call lynch
437,callicoe,shirt,1,pre1850s,callicoe shirt
438,camel,loads,1,pre1850s,camel loads
439,canal,bonds,1,pre1850s,canal bonds
440,canal,yelling,1,pre1850s,canal yelling
441,cannon,loaded,1,pre1850s,cannon loaded
442,canton,reporter,1,pre1850s,canton reporter
443,capital,convic,1,pre1850s,capital convic
444,capital,offence,1,pre1850s,capital offence
445,capt,barney,1,pre1850s,capt barney
446,capt,brad,1,pre1850s,capt brad
447,capt,bradford,1,pre1850s,capt bradford
448,capt,dar,1,pre1850s,capt dar
449,capt,dearborn,1,pre1850s,capt dearborn
450,capt,goddard,1,pre1850s,capt goddard
451,capt,grayson,1,pre1850s,capt grayson
452,capt,shaw,1,pre1850s,capt shaw
453,captain,mackenzie,1,pre1850s,captain mackenzie
454,card,play,1,pre1850s,card play
455,carpenters,command,1,pre1850s,carpenters command
456,carried,rifles,1,pre1850s,carried rifles
457,carroll,à,1,pre1850s,carroll à
458,cast,bis,1,pre1850s,cast bis
459,catholic,churches,1,pre1850s,catholic churches
460,cattle,running,1,pre1850s,cattle running
461,caucasian,race,1,pre1850s,caucasian race
462,caught,completely,1,pre1850s,caught completely
463,caught,steal,1,pre1850s,caught steal
464,causs,belli,1,pre1850s,causs belli
465,ceaseless,progress,1,pre1850s,ceaseless progress
466,ceived,eleven,1,pre1850s,ceived eleven
467,cent,commission,1,pre1850s,cent commission
468,centreville,md,1,pre1850s,centreville md
469,change,bank,1,pre1850s,change bank
470,change,past,1,pre1850s,change past
471,chanyet,live,1,pre1850s,chanyet live
472,charge,1,1,pre1850s,charge 1
473,charge,ten,1,pre1850s,charge ten
474,charged,onder,1,pre1850s,charged onder
475,chartres,street,1,pre1850s,chartres street
476,cherokee,nation,1,pre1850s,cherokee nation
477,chest,broken,1,pre1850s,chest broken
478,chicago,democrat,1,pre1850s,chicago democrat
479,chicago,illinois,1,pre1850s,chicago illinois
480,chief,united,1,pre1850s,chief united
481,chiefly,teas,1,pre1850s,chiefly teas
482,children,disguised,1,pre1850s,children disguised
483,children,escaped,1,pre1850s,children escaped
484,children,weeping,1,pre1850s,children weeping
485,chilian,servant,1,pre1850s,chilian servant
486,cholera,delay,1,pre1850s,cholera delay
487,chombe,farm,1,pre1850s,chombe farm
488,choral,attack,1,pre1850s,choral attack
489,chosen,evidence,1,pre1850s,chosen evidence
490,christian,freedom,1,pre1850s,christian freedom
491,christian,soldiers,1,pre1850s,christian soldiers
492,chronic,disease,1,pre1850s,chronic disease
493,chronicle,foremost,1,pre1850s,chronicle foremost
494,church,mem,1,pre1850s,church mem
495,ci,cumstances,1,pre1850s,ci cumstances
496,cincinnati,gazetto,1,pre1850s,cincinnati gazetto
497,cincinnati,local,1,pre1850s,cincinnati local
498,cincinnati,post,1,pre1850s,cincinnati post
499,circuit,court,1,pre1850s,circuit court
500,circuit,preacher,1,pre1850s,circuit preacher
501,citizen,thomas,1,pre1850s,citizen thomas
502,citizens,insulted,1,pre1850s,citizens insulted
503,citizens,lent,1,pre1850s,citizens lent
504,citizens,repaired,1,pre1850s,citizens repaired
505,citizens,stole,1,pre1850s,citizens stole
506,city,brought,1,pre1850s,city brought
507,city,capa,1,pre1850s,city capa
508,city,council,1,pre1850s,city council
509,city,diseases,1,pre1850s,city diseases
510,city,functionary,1,pre1850s,city functionary
511,city,government,1,pre1850s,city government
512,city,lynched,1,pre1850s,city lynched
513,city,yesterday,1,pre1850s,city yesterday
514,civil,authorities,1,pre1850s,civil authorities
515,civil,law,1,pre1850s,civil law
516,civil,power,1,pre1850s,civil power
517,clamorous,grief,1,pre1850s,clamorous grief
518,clan,precisely,1,pre1850s,clan precisely
519,clearest,evidences,1,pre1850s,clearest evidences
520,clinton,la,1,pre1850s,clinton la
521,close,shaved,1,pre1850s,close shaved
522,closed,mails,1,pre1850s,closed mails
523,clothing,sells,1,pre1850s,clothing sells
524,cloud,grew,1,pre1850s,cloud grew
525,coadjutorshave,raised,1,pre1850s,coadjutorshave raised
526,cocked,guns,1,pre1850s,cocked guns
527,col,benton,1,pre1850s,col benton
528,col,davenport,1,pre1850s,col davenport
529,col,mason,1,pre1850s,col mason
530,col,mason's,1,pre1850s,col mason's
531,col,walworth,1,pre1850s,col walworth
532,col,william's,1,pre1850s,col william's
533,colaborer,parson,1,pre1850s,colaborer parson
534,cold,hand,1,pre1850s,cold hand
535,cold,night,1,pre1850s,cold night
536,colleague,senator,1,pre1850s,colleague senator
537,collected,blood,1,pre1850s,collected blood
538,colonel,turk's,1,pre1850s,colonel turk's
539,colonel,washington,1,pre1850s,colonel washington
540,colored,freemasons,1,pre1850s,colored freemasons
541,colored,menthe,1,pre1850s,colored menthe
542,coming,generations,1,pre1850s,coming generations
543,coming,shock,1,pre1850s,coming shock
544,commercial,news,1,pre1850s,commercial news
545,committed,murder,1,pre1850s,committed murder
546,committed,robberies,1,pre1850s,committed robberies
547,committee,appointed,1,pre1850s,committee appointed
548,committee,paid,1,pre1850s,committee paid
549,committing,depredatiens,1,pre1850s,committing depredatiens
550,commodore,jones's,1,pre1850s,commodore jones's
551,common,custom,1,pre1850s,common custom
552,companion,died,1,pre1850s,companion died
553,company,driskell,1,pre1850s,company driskell
554,company,finish,1,pre1850s,company finish
555,company,returned,1,pre1850s,company returned
556,comparatively,uninteresting,1,pre1850s,comparatively uninteresting
557,complete,possession,1,pre1850s,complete possession
558,completed,attention,1,pre1850s,completed attention
559,completely,gutting,1,pre1850s,completely gutting
560,completely,overstocked,1,pre1850s,completely overstocked
561,complexion,habits,1,pre1850s,complexion habits
562,complexions,beggars,1,pre1850s,complexions beggars
563,compositions,developing,1,pre1850s,compositions developing
564,comthat,fatal,1,pre1850s,comthat fatal
565,con,amid,1,pre1850s,con amid
566,con,feiters,1,pre1850s,con feiters
567,cone,hesion,1,pre1850s,cone hesion
568,confession,implicating,1,pre1850s,confession implicating
569,congregation,included,1,pre1850s,congregation included
570,congress,annually,1,pre1850s,congress annually
571,conrts,justice,1,pre1850s,conrts justice
572,conscientiously,vindicate,1,pre1850s,conscientiously vindicate
573,conscious,innocence,1,pre1850s,conscious innocence
574,consequent,war,1,pre1850s,consequent war
575,conservative,statesmanquently,1,pre1850s,conservative statesmanquently
576,considerable,curiosity,1,pre1850s,considerable curiosity
577,considerable,resistence,1,pre1850s,considerable resistence
578,considerably,albeit,1,pre1850s,considerably albeit
579,consolidated,mighty,1,pre1850s,consolidated mighty
580,consul,purchased,1,pre1850s,consul purchased
581,consumption,asthma,1,pre1850s,consumption asthma
582,continued,annoyance,1,pre1850s,continued annoyance
583,continues,plenty,1,pre1850s,continues plenty
584,contradictory,statements,1,pre1850s,contradictory statements
585,controlable,violence,1,pre1850s,controlable violence
586,converting,starch,1,pre1850s,converting starch
587,convic,shalt,1,pre1850s,convic shalt
588,convicted,capitally,1,pre1850s,convicted capitally
589,cook,purposely,1,pre1850s,cook purposely
590,cords,arranged,1,pre1850s,cords arranged
591,coroners,inquest,1,pre1850s,coroners inquest
592,corporate,limit,1,pre1850s,corporate limit
593,corwin,electrified,1,pre1850s,corwin electrified
594,corwin's,birth,1,pre1850s,corwin's birth
595,cotton,press,1,pre1850s,cotton press
596,couleur,de,1,pre1850s,couleur de
597,coun,dr,1,pre1850s,coun dr
598,council,met,1,pre1850s,council met
599,count,de,1,pre1850s,count de
600,counterfeit,money,1,pre1850s,counterfeit money
601,counterfeit,notes,1,pre1850s,counterfeit notes
602,counterfeiters,horse,1,pre1850s,counterfeiters horse
603,counties,collected,1,pre1850s,counties collected
604,counties,immediately,1,pre1850s,counties immediately
605,country,deemed,1,pre1850s,country deemed
606,country,immediately,1,pre1850s,country immediately
607,country,munity,1,pre1850s,country munity
608,country,papers,1,pre1850s,country papers
609,country,remains,1,pre1850s,country remains
610,country,suppos,1,pre1850s,country suppos
611,country,thanking,1,pre1850s,country thanking
612,country,utterance,1,pre1850s,country utterance
613,county,ark,1,pre1850s,county ark
614,county,culpep,1,pre1850s,county culpep
615,county,florida,1,pre1850s,county florida
616,county,jail,1,pre1850s,county jail
617,county,ky,1,pre1850s,county ky
618,county,md,1,pre1850s,county md
619,county,murdering,1,pre1850s,county murdering
620,county,officers,1,pre1850s,county officers
621,county,tenn,1,pre1850s,county tenn
